,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,cell_index
128,0.72768325,-0.14579156,0.44075182,0.260706,-0.23039785,-1.4276047,-0.92904603,0.9369034,-0.818929,-2.1972568,-1.603962,0.14406052,-0.24001963,0.1879031,0.019934028,1.0648172,0.3670383,-1.5360867,-1.041499,0.31283215,25
392,-0.01764471,0.53306276,0.72124,-0.03272283,-1.241309,-0.24889527,0.18419293,-0.10387431,-1.1840314,-2.1932259,-0.8598133,0.17269759,-0.6459157,0.42557085,-0.11625848,0.9797132,0.03770405,-1.7004632,-2.3393574,1.7720492,26
4922,-0.102276176,0.049564354,-0.24731298,0.31123173,-0.45172924,-0.27606004,1.4390862,0.014628931,-0.2597033,-2.0856676,-0.81338227,0.46469083,-0.6029678,1.5337105,-0.7252125,0.26653072,1.0217206,-0.30150446,-1.3790406,1.2248688,27
3264,0.16519077,0.20836715,-0.37621158,0.63493097,-0.43764332,0.5351968,0.33095443,1.4131365,-1.2730054,-1.2097504,0.076372504,0.60799116,-0.18879241,1.212751,-0.4056035,1.0672431,1.3549258,0.78469765,-1.2594943,1.2539468,28
1860,0.7241754,-0.087037206,0.8305341,0.39014694,-0.21278562,-1.7078378,-0.76323605,1.4848292,-0.83857846,-2.4790788,-0.83381146,0.07006464,0.3396636,0.64408803,-0.43602842,1.0154257,0.83214766,-1.0307224,-0.5293147,-0.22435091,29
2748,-0.47670963,-0.0976433,-0.74161726,-1.1297976,-0.09266153,0.76624894,0.47550893,-0.50726426,0.7865748,0.05081366,-0.7504551,-0.8828948,-1.3362331,0.31441578,-0.15663004,0.17562842,0.24346551,-1.0544776,-1.7424551,2.1361723,30
2731,-0.23253293,0.2823604,0.43577018,-1.1319108,-0.91536427,-0.4606324,-0.25672773,-0.04661089,-0.5691631,-1.6280768,-1.0077541,-0.902345,-0.8342465,0.4075752,-1.4149309,0.16275264,0.4524255,0.11431196,-1.5481449,1.5250924,31
689,0.02206621,0.47861978,0.8391908,0.3488751,-1.1499169,-0.9610087,-0.41350645,0.2670127,-0.4082677,-0.84866196,-1.6542616,2.3821292,-0.43667066,0.057951503,-0.63432354,0.61754733,-0.15695858,-0.32866895,-1.8193138,1.7505031,32
4031,-1.1026286,0.8280706,0.35973328,0.02868217,-1.1658533,-0.64221746,1.0281813,0.5034983,-0.6269159,0.09363739,-2.3303013,-0.27454224,-1.1999351,0.23561057,-0.56065416,0.8621142,0.028854068,-1.0137426,-1.5427097,1.795761,33
82,0.07197806,0.45196196,-0.24669833,-0.45874053,-0.05106862,-0.20520774,0.07078304,1.0664587,0.40083113,-1.9603021,-0.4889308,-0.009360546,0.5934106,0.49430338,-0.73347604,1.1073785,-0.41739386,-0.95721585,0.061564244,0.0077771647,34
3030,-0.29115933,-0.021501318,-0.05582073,-0.30437782,-0.4148891,-0.60706574,-0.81481755,0.80276006,-0.7554096,-0.6882868,-1.2729641,-0.46551302,-0.56784123,1.4547504,-0.9589987,1.3901883,-0.65982294,-1.1768451,-0.27876455,0.921268,35
2752,-1.1477475,1.08761,0.22822665,-0.9009088,-1.2492087,-1.3078127,-0.2763077,1.307289,0.107964754,-2.260471,-1.5415629,-0.121977895,0.27043194,0.100194894,-0.74982405,-0.27863103,-0.7455875,-0.97842264,-1.4716836,0.4672387,36
4355,0.05888955,-0.45599577,0.2175204,-1.1725391,-0.7212072,-0.44575635,-1.3388348,0.6751802,-0.82448536,-0.47085902,-1.4199855,0.7488621,-0.08655207,0.055404574,-0.8905946,0.9955439,0.8065658,-1.7664442,-1.878966,-0.045052625,37
174,-0.4503456,1.3615755,0.057773013,0.6605494,-1.5595968,-0.24908446,-1.4261786,0.57999367,-0.7312307,-0.059065267,-1.062644,0.19922403,0.47408393,-0.07502964,-0.9293383,-0.39809832,0.30691066,1.2884066,-1.7346518,2.3939056,38
3467,0.41198015,-0.028700575,1.1142845,0.74545485,-0.5148287,-1.9380107,0.3367495,0.118864045,0.17028052,-2.5382817,-1.8001668,0.1753405,-0.14331703,0.77904373,0.59134305,1.2905765,0.15428962,0.39580768,0.12207025,-0.6380306,39
5109,-0.49201778,-0.0794356,0.49105516,1.1145084,-0.5766003,1.1513033,0.14891106,0.60411894,0.17818557,0.23683569,-2.4315333,-0.581958,-0.8008914,0.25522116,-0.13986373,0.39587024,0.25465837,0.3279573,0.0014447058,0.59518373,40
4990,-0.5084588,0.47804517,-0.23262852,-0.35089144,0.20461029,1.5734028,1.1386719,-0.15539093,-0.46102738,-1.5330958,-1.9288129,0.13726439,-0.76963705,0.52173746,-0.060949266,0.97101766,-0.030832112,-0.26910573,-0.9306807,-0.20418307,41
2832,-0.09937277,-0.032264452,-0.02163696,-1.0914363,-0.7149482,0.47373128,1.5434263,0.8244839,-1.0805433,-0.7824668,-1.2794565,1.02923,-1.8155093,0.124234244,-0.3459916,0.5691151,0.38038364,-1.0055953,-1.8503605,1.1721809,42
3055,0.33960068,0.6877434,1.3437326,0.37405512,-1.1225241,-1.3844982,0.07426568,1.3665935,-0.07580748,-1.3246939,-1.3770583,-0.14909483,-0.15332425,1.0430938,-0.45828655,1.3738472,-0.3159265,0.40047622,0.35092637,-0.6351527,43
1113,-0.010140844,0.17211851,-0.6500045,0.517147,-0.4513119,1.5784127,0.27970165,0.9875997,-0.99885625,-2.307466,-1.2632482,0.4144332,0.055821776,-0.7423063,0.5544385,-1.1901988,0.020506475,0.6570645,-0.16233078,-0.5616093,44
4551,-0.4343819,-0.6377783,0.06972003,-0.84572995,-0.81119704,0.7795086,0.4988087,0.47763056,-0.49472806,-1.308613,-2.1254802,0.20963846,-0.6780696,0.5129115,-0.38310802,0.48869333,-0.05416103,-0.8014932,-2.4923725,1.4339378,45
4115,-1.552575,0.49452636,1.1888809,0.59832007,-1.5908767,-1.390498,-1.159777,-0.2081937,-0.7191433,-0.99977,-1.7410651,1.0068944,-0.34996334,-0.22044368,-1.1510718,-1.0713024,1.0692042,1.0819708,-1.8861411,1.9127237,46
2286,0.32282132,0.26146334,0.4420618,0.42255208,-0.30567712,-1.1887635,0.7176815,1.8361726,-0.8098662,-1.5372763,-0.67523474,0.3887782,0.0113074,0.92300063,-0.47510555,1.7169379,-0.39985353,-0.0715613,-0.5223236,0.22453651,47
2918,-0.8473497,0.14516412,-0.33138242,-1.0717642,-0.41000995,1.1319143,0.26265755,0.38723308,-0.7607216,-1.8345913,-2.0351005,0.041858982,-1.0074663,0.48935863,-0.6214547,0.3253916,-0.12964419,-1.4681227,-1.347259,2.266338,48
5395,-0.5189184,0.137898,0.024748497,1.1490824,-1.447775,-0.6371887,0.527986,0.5668098,-0.69399256,-1.7861054,-0.4695604,0.79074323,-0.52141994,1.0020512,-0.8419492,0.43850413,0.69264257,0.06760946,-1.8484492,1.4269955,49
2304,-0.26909196,0.3034066,-0.16381611,-0.22876027,1.4906162,-0.23421052,-0.25115332,0.3405792,-0.52653205,-1.1262743,-0.3710823,-0.46894833,-1.3164573,0.27783272,-0.99635047,0.549146,0.6430095,0.53117895,-0.4366055,0.5730254,50
2843,0.52924556,0.48719114,0.73047733,-0.08994245,-1.1833075,0.30914432,0.36879164,0.52960014,-0.17936288,-1.9020604,-0.3434553,0.25198957,-0.074632265,-0.18529345,-1.0790987,0.6537392,0.15112592,0.35588664,-0.32608336,1.2988075,51
2088,-0.9007617,-0.124984354,0.5111237,0.87971586,-0.5927727,0.049441703,0.51841366,-0.20705268,-0.020864703,-0.7532017,-0.9618113,0.03396003,-0.38105282,0.7630403,-1.4205183,-0.015473083,0.43228793,-1.1651895,-1.422387,1.7340643,52
1752,-0.28541386,0.40647385,-0.7239433,-0.93166816,0.30219847,0.119996436,1.1020542,-0.33289784,-1.3973491,-1.6174786,-2.0909345,-0.054336265,-1.2190205,-0.10934037,-0.38432017,-0.85540414,0.4509136,-1.6185063,-1.8397869,1.916416,53
1979,-0.35359168,0.41219074,0.34166405,1.1437703,0.06960159,0.10256609,1.17481,0.914422,-0.2996371,0.043316513,-1.310608,-1.2241391,-0.15426157,1.5842606,0.09916284,-0.22248358,0.329363,-0.39483535,0.6316659,0.5179511,54
2859,-0.16573152,-1.0041872,0.015029162,-1.2937237,-0.14750974,1.3294992,0.53396463,0.8983251,-0.2602795,-1.1261901,-2.2656453,0.13276286,-0.514182,0.5205502,-0.3569101,-0.6282953,0.1335941,-1.0859338,-2.5006382,1.7302341,55
5300,-0.76946753,1.0376965,-0.3004273,-0.32638854,-0.03744101,1.0377012,0.037065245,-0.4687133,-0.65663207,-0.8974371,-1.5734992,-1.1197721,-1.0885166,-0.31133813,-0.64471924,-0.8759521,-0.12254438,-0.8726689,-0.8674035,3.3672218,56
4965,-0.95553535,0.5091773,0.86470157,0.4923193,-1.2531049,0.055432394,-0.9171182,0.1957567,-0.24004619,-2.1959321,-1.0873138,1.2850229,-0.2657638,0.19210458,-0.5021878,-0.10154212,0.30840507,1.3466094,-2.3859413,0.88609433,57
3270,-0.9777025,0.8561169,0.37967148,0.27585793,0.18573129,0.31241757,0.6996235,1.380045,-0.37608236,-0.09693245,-1.1089373,0.7615248,-0.2027543,0.486424,0.30426508,0.71697605,-0.06935133,0.37262616,-1.4074124,1.8697808,58
5244,-0.28693366,0.86438096,0.5223383,-0.27694723,-0.57158536,-0.17979512,-1.1970662,0.24283585,-0.4282277,0.002516307,-1.4651979,1.1723382,-2.0774643,0.08153785,-0.74613667,-0.60616213,-0.42618722,-1.0834084,-1.1485595,0.81700784,59
262,-0.9042856,-0.25126028,0.9452119,0.37597838,-0.7060416,-0.16720632,0.48560163,0.15585218,-0.057197448,-0.6124524,-1.4300811,-0.22585778,-1.0347487,-0.3880602,-1.44054,0.8331494,0.7030059,-0.33287972,-1.2070396,1.6434184,60
2726,0.017905496,-0.14484826,-0.013655407,-0.54361504,-0.62460506,1.3168677,0.24364017,0.9339593,0.4010365,0.31252992,-1.143747,0.1113719,-0.911901,0.074356735,0.1651088,-0.3831731,0.13163504,-0.6237717,-2.7550702,2.2956464,61
3703,-0.511767,1.1204666,-1.0079414,0.07781021,-0.70066935,0.25250208,0.7286622,0.19568038,0.17320292,-1.2613207,-1.1126995,0.7582784,-1.0397999,0.8739877,-0.28672302,0.40976626,-0.043349072,-0.36662456,-1.2386322,1.112574,62
1781,0.5032808,-0.06603933,0.33405334,0.25640997,0.21362963,-0.3483271,0.04972419,0.9319403,-0.96635354,-1.6563805,-0.6024333,-1.3447895,-0.4729191,0.49356925,0.13533962,0.8984864,0.9489517,-0.039139003,-0.72417915,0.3243812,63
533,-0.21721199,-0.2122271,0.2646473,1.4223332,0.10748419,0.03981228,0.8371009,0.56542546,-0.11219086,-0.13603444,-1.215313,-0.7391243,-1.1444412,-0.3445383,-0.5864702,0.36353773,0.10309816,0.3394684,-0.2526626,1.1940607,64
4079,-0.102354765,-0.19047612,0.78709483,0.9051672,0.38355535,0.10628085,0.4069382,0.4727563,-0.5962531,-0.22765744,-1.26527,-0.55705106,-0.69022936,0.633758,-0.2249409,0.9184894,0.22556444,-0.7508553,-0.04579419,0.9127976,65
5476,0.21250388,-0.2602301,-0.84030896,-1.0321676,-0.43062577,0.23981564,0.3681261,0.120617345,0.32740346,-1.5790178,-1.591475,0.17937109,-0.89453393,1.7451566,-0.23286907,0.92344135,-0.22620735,-1.4095181,-0.9524314,1.9150846,66
207,-0.6319331,-1.3087177,-0.012974806,0.55652934,-0.70805556,-0.042464975,-0.3159265,0.3125853,-0.10738615,-0.97886616,-1.4713054,1.6597106,0.45612308,0.57468104,-0.63353455,0.6885945,0.09036733,0.2852344,-0.9698291,0.46903238,67
2182,-0.943525,0.8430968,0.92948115,0.2403022,-1.5133027,-0.09859807,-0.9218578,0.20303304,-0.5666856,-0.27331597,-2.2250252,0.6595789,-1.784586,0.053950183,-1.0716279,-0.90718246,0.21599883,-0.72938347,-1.6759479,1.029687,68
613,-0.3591503,0.5273962,0.74959177,0.15414703,0.6217307,0.83385944,0.16192974,0.077977106,-0.70515954,0.5275348,-1.5360638,0.22879295,0.34700245,0.20610133,-0.1595664,0.80383223,-0.48264104,-0.92741996,-0.16972923,1.6397763,69
5352,-0.14251392,-0.057112843,-0.8025571,-0.8569681,-0.76163185,0.49752736,0.9447051,1.1275833,-1.6181358,-0.69536644,-0.56846905,0.5220616,-1.0027661,-0.5036428,0.73572814,0.34217843,-0.17174104,-0.46304497,-1.6393836,1.5740366,70
3836,0.59623796,-1.1147505,-0.13137181,0.028858528,0.6314984,0.9790833,-0.28298175,0.8403118,-1.0392486,-1.8427159,-1.6762923,0.5825049,-0.26431924,0.80674887,-0.37497288,0.8185613,0.3488472,0.21345861,-0.19149072,-0.2169992,71
800,0.73860335,-0.12439974,1.1614454,0.81617105,-0.20230421,0.09535693,0.9669726,0.51058644,-0.4280879,-1.1891104,0.13123192,-0.24454856,-0.7648979,0.44455853,-0.15582854,0.41807693,0.85899806,0.8210447,-0.25799513,0.790643,72
1247,-0.7309995,-0.19339651,0.25056076,0.013827987,-0.10584219,1.12379,-0.16765194,1.1657052,-0.025257334,-0.14177373,-0.86820483,0.0542028,-0.0719367,1.4167075,0.49502388,1.005209,-0.21036904,-0.05859615,-0.75180143,1.3995582,73
530,-0.5458237,0.48038855,-0.18892314,0.70331854,0.19244455,0.43121248,-0.745333,1.0811957,-0.121933535,-0.7821432,-2.011384,1.3599945,-1.1603919,0.58050835,0.25188255,-0.7196598,-0.042843714,0.89737827,-0.36587948,-0.0971307,74
4239,0.38370794,0.2928915,1.6509955,0.7714605,-1.1107172,-1.1428077,0.65201056,0.6146637,-0.17860559,-2.1655507,-1.0432649,0.9842942,-0.35038975,1.3094012,0.3275083,0.85106415,0.8151536,0.67095786,0.117877685,-0.11237009,75
4753,-0.010716471,1.0277174,0.118678756,-0.00761874,-0.9220808,1.6986408,-0.37367964,0.860659,-1.9133652,-0.4305362,-0.85395455,0.19385102,-0.023267359,-0.19080342,-0.80767393,0.49696803,-0.5851383,0.24600989,-1.4195207,2.294466,76
5318,-0.8116516,0.47152674,0.40070984,-0.03829912,-1.6796209,-0.22464792,-0.8063852,0.53261346,-0.46793598,-1.0603244,-2.0709615,-0.28570795,-0.5751952,-0.052224573,-0.5126103,-0.4654897,0.17396855,-1.2961422,-1.8780221,1.9053718,77
4288,-0.55327004,0.28721705,-0.25984675,-1.1719028,-0.41898927,-0.0102996975,1.5736138,0.28194928,-0.5143924,-1.5757965,-2.0462146,0.2598751,-1.0552409,0.6920241,-0.19625112,0.86771256,0.17203486,-1.0405502,-1.3292352,1.746515,78
2828,-0.05683222,0.7670186,0.80305076,0.7436227,-2.2718167,-0.9438188,0.12756765,0.1921505,-0.20487772,-1.2640973,-1.7704766,-0.055970233,-0.04542522,0.30790502,-0.049836546,-0.072000444,0.90009147,0.54118526,-1.4169186,1.4285151,79
4991,-0.20345272,-0.6430543,0.19231245,-1.2064549,-0.58767515,-0.69996566,1.1233203,-0.2016029,0.6660232,-0.88193613,-2.040188,0.90827477,-0.45677763,0.6420529,-0.81185967,0.96135837,0.28383002,-0.66288614,-1.5997834,0.6099177,80
3936,-0.17913331,-0.42758182,0.6697163,0.5290443,-0.26763558,0.3786642,0.2621759,0.76651293,-0.4066313,-0.8165161,-0.80275387,0.23723629,-0.88497394,1.8036611,-0.25592285,0.51312625,1.3431321,-0.64644384,-0.5354981,1.375367,81
5214,-0.15595573,0.6122445,0.45418826,0.91847616,-0.9630609,0.5764847,0.9971956,0.706884,-0.058950827,0.15001671,-0.61387366,-0.34825584,-1.3236091,-0.3118519,0.20316334,-0.045052856,0.18431884,1.4074907,-0.44051135,1.2504313,82
1660,-0.17827143,-0.15383694,0.24476103,-0.8685387,0.12814417,0.19479245,0.77169937,0.9621923,-0.60807294,-1.5455996,-1.0659488,-0.35615617,0.0620102,-1.0605823,0.8971402,0.6708369,-0.92878956,-0.9764166,-0.95440716,0.8660797,83
5351,0.2668115,0.53105223,0.19718051,-0.07775037,0.015484633,0.25775638,0.15768328,1.7436206,-0.9572896,-0.7288403,-0.22178957,-1.4822537,-0.13882187,0.01353286,0.4733666,0.950991,-0.5582981,-0.7802377,-0.31919068,0.7349831,84
586,-0.39599508,0.5737086,0.7650416,-0.4594322,-1.6306933,-0.68350697,0.74524045,0.30540133,-0.13414192,-0.76730955,-2.1654637,0.33809793,-0.5157437,-0.48582718,-1.2138973,0.9977128,0.6700192,-0.8174553,-1.7879701,2.0970259,85
2091,-0.56201035,1.3266425,-0.36468935,-0.2903311,-0.021188311,0.7279853,-0.08825271,-0.02445897,0.55901855,0.17870723,-1.1110663,0.86697423,-1.4882246,0.22509551,-0.8237533,-0.0029238574,-0.46299982,-1.3655788,-1.4670776,1.715959,86
5124,-0.69259536,-0.04902856,-0.5298709,-1.1237336,-0.11568993,-0.0069258213,0.10111775,0.31571877,-0.8925028,-1.7580976,-0.57841545,-0.20757821,-1.3607826,1.4600912,-0.6606447,0.45522818,-0.111756526,-1.5847027,-1.5997002,1.7830654,87
368,-0.63423383,0.27892604,0.21945235,-0.57299274,-0.026241891,-0.73798454,1.6747115,-0.64115316,0.26070786,-0.21123154,-1.4461963,0.051211365,-1.4469106,0.035335906,-0.37793213,1.1074485,0.6591292,-0.87499195,-1.5266125,0.9492004,88
3112,0.70830536,-0.23810306,1.0358433,0.25323802,-0.08034573,0.22260593,-0.24296753,1.1812136,0.17900056,-0.20739529,-0.7302438,-0.25735188,-0.9101777,0.51474655,0.06670332,0.31093013,-0.10474879,-1.3771629,-0.4145999,0.078933135,89
112,-0.119142234,-0.70244414,0.42874926,0.7197124,-0.29528475,-0.05728954,0.9042635,0.69356495,-0.6647811,-1.8858612,-1.6685188,0.8928609,-0.7659385,0.43707862,-0.5670297,0.9850466,-0.83570004,-0.9448112,-0.8839156,1.0131208,90
4232,-0.6267446,0.3005007,1.2461063,0.3917271,-0.60551095,-0.13429394,-0.54898065,-1.0550442,1.163084,0.63078773,0.5700519,-1.112223,-0.036569573,-0.1984147,-0.7694553,0.24890214,0.6464319,0.81851393,0.22493786,1.2702876,91
4424,0.2372483,0.42853105,0.5633401,-0.5192859,-0.17990756,0.26830414,-1.2255795,1.167193,-0.81305546,-0.4489249,0.6665802,-1.3826785,1.6112113,-0.14776531,-0.6839933,0.26514834,0.067947686,-0.16545601,-0.35527462,0.12495124,92
3025,-0.92244124,-0.27179134,1.2740921,0.6606517,-1.0807558,-0.41839468,-0.31728363,0.6017836,-0.53871936,-2.0348494,-0.8126998,0.5226365,-0.44884208,0.8275241,-0.06952477,0.6431206,0.3035218,1.140842,-1.5607365,0.10939903,93
3436,-0.49333605,-0.18092941,0.12425627,0.103878126,-1.027525,-1.4289668,0.38045952,1.176292,0.05194517,-1.9730926,-1.4391198,-0.27270114,-0.27301162,1.0466725,-0.871704,0.51032454,1.4918395,0.11740929,-0.37215886,0.33196783,94
2396,-0.558215,0.8363334,-0.0675915,0.053183995,-1.4481363,-0.6530221,-0.77374184,1.5758482,-0.4428696,-1.3728105,-1.9777321,0.4010199,-0.6321099,0.103891335,-0.4081098,-0.0753855,0.6183439,0.21685416,-1.5607847,0.99590325,95
1346,-0.2985838,0.059141956,0.08609536,-0.5121851,-0.84779036,-0.47056484,0.4980359,0.6966489,-0.8730478,-2.2858226,-0.8422915,-0.09577936,-0.0072081983,-0.17255437,1.0736766,-0.39341,0.83470523,-0.52563953,-1.9825907,1.0353479,96
1881,0.050670575,0.37803888,0.672289,0.20096725,-0.47078013,-0.45350662,0.58409715,1.2205808,-0.992581,-0.3463819,-1.0606501,-1.0639496,-0.2779837,0.2580627,-0.46457964,0.6944727,-0.48024443,-0.062402595,-0.46811485,1.1845452,97
4624,-0.51824117,-0.24684264,0.6811975,-1.1288012,-0.87258756,0.54515564,0.93215483,0.36902156,-0.5059312,-1.3225774,-1.6381332,-0.22569567,-0.970587,-0.24612999,-1.0138904,0.14666192,0.026899084,-0.82771105,-1.4889574,2.0166624,98
5247,-0.011219213,0.57817227,-0.8293883,-0.069096275,-0.30575073,-0.3910516,-0.03317112,0.39567077,-0.36472028,1.7227355,-0.24383572,0.81319934,-1.2463484,-0.52955157,0.33507144,0.48290667,-0.5833335,-0.85966456,-0.5098985,0.15169328,99
4363,-0.41914746,0.023559175,0.7165165,-0.5578692,-1.0170816,-0.264879,0.41262957,0.5447349,-0.5545111,-1.0080371,-2.0551121,0.70737284,-2.5974426,0.5332212,-0.4053374,0.21255946,1.0444533,-0.7178284,-1.1260949,-0.4268437,100
5315,-1.0416036,0.6581162,0.6074757,-0.49378103,-1.0525011,0.034038715,-0.3511381,0.81179726,-1.0176426,-2.651981,-1.2938282,0.19251956,0.14968231,1.2633815,-1.0826944,0.19520007,1.1993316,0.037371077,-1.3036121,0.35297072,101
1701,-0.67745936,0.96852934,1.1738559,0.1610736,-1.6778395,0.0026057288,-0.4688194,0.07370073,-0.739958,-1.8439822,-1.8201538,0.06289663,0.00924114,-0.5750943,-0.65717167,-0.81427795,0.69424963,-0.7617645,-1.2470925,1.8758252,102
