,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,cell_index
4342,0.18614882,0.00905128,0.69520754,0.39565486,0.72874784,0.6432261,0.1935997,0.943986,-1.1094426,1.2564974,0.43104511,0.0799343,-0.65790296,1.1283094,0.19509229,0.77584016,-0.08542283,-0.47498438,-0.7098771,-0.29577237,498
4517,1.0136755,0.9963883,0.7556772,-0.16984706,-1.230565,-0.1995506,0.18557462,-0.42620128,0.22667474,-0.4306496,0.88452995,-0.19161484,0.20379359,0.62807906,0.6112358,0.28811243,0.5090167,-0.029856825,0.26288435,-0.06615468,499
757,0.5526779,0.5221585,-1.5309173,-0.4190076,-0.10012773,-0.0794128,0.28955907,0.07043139,-0.4565983,-1.296162,0.59372115,0.639434,-0.6898476,0.6125008,0.22369376,0.31268227,-0.1492168,-0.20633075,-0.6771052,-0.63575554,500
2635,0.30833748,-0.6855044,-0.042902566,-1.107704,-0.94585526,0.032012377,-0.5957374,0.6593979,1.3656242,0.74510753,-0.07695994,0.40904307,-0.7611275,-0.10996619,0.18179168,0.23668477,-1.2694104,-0.34876648,0.39241642,-0.17472124,501
2799,-0.35440153,0.2924964,-0.3970008,0.72389513,0.34780318,-0.13950089,0.15226263,-0.731038,-0.11261374,0.6330869,0.39784986,-1.7219092,0.06261009,0.93659425,-0.8563723,0.81092644,0.021226618,0.61069065,0.5837918,1.1330893,502
4460,-0.98842865,-0.1880739,0.7365429,-0.6868165,-0.50057054,0.584755,0.36659503,-0.17452946,1.750573,2.1181166,0.23168243,0.04523004,-0.18536456,0.73663557,0.021425318,-0.07681112,0.12517068,0.7982129,-1.0011114,0.6330615,503
485,-0.15212816,0.18895103,-0.7435023,-0.7984459,-0.8183899,0.03159113,-0.40280992,-0.70411843,-0.47281322,-0.6310261,0.38250706,-0.02708821,-0.21305057,-0.24624303,-0.379742,0.7284236,-0.40429625,0.8182979,-0.37673342,0.5168106,504
2645,0.030306498,0.5984982,-0.035292044,-1.4693183,0.11642989,-0.40729022,0.31602395,-0.13270542,0.6797042,-1.6235594,0.8830807,-1.5872408,1.0825642,0.024569992,-0.3051852,0.29372528,-0.3009857,-0.14877209,-0.41617602,-0.46888924,505
5089,0.148227,0.3096963,-0.33199137,-0.4126824,0.27600402,0.09048172,-0.37882197,-0.017077584,0.14645687,-0.39786252,0.50123024,-1.5513161,0.4865483,0.11127561,-0.51248026,0.43363512,-0.77671057,-0.100709066,1.5507735,-0.12413192,506
2371,-1.0684311,-1.3498093,-0.5853378,-0.26850873,0.5082045,1.3775913,0.48200232,-0.3048345,-0.13071564,-0.62070745,-1.9210436,-0.46786657,-0.44245353,-0.1961845,-0.5872102,0.5055455,1.1764338,0.60753113,-0.39195198,0.7792348,507
1809,0.40674862,-0.8767438,-0.44851717,-0.3896706,0.31649864,-0.14566627,0.66264534,-1.3454792,1.3631489,-0.23910569,0.34423128,-0.9950277,0.35296682,-0.10287458,0.17115757,0.3570578,-0.009270903,0.8638213,-0.19770867,0.79804933,508
463,-0.19761969,0.21531768,0.9992552,-0.010895115,-0.5261646,-0.6001982,0.8450623,0.7260822,-0.2696519,-2.2384217,-1.714304,0.064310506,-0.58804584,0.9712426,0.21915966,1.1680238,-0.1963614,0.3137322,-0.7864099,0.06976059,509
1402,0.21839218,0.6362593,-0.2103403,-0.6103288,-1.0847998,0.68099964,0.5139329,-0.6655795,-0.08235344,-0.4456518,0.39440474,0.8423387,0.14818195,-0.1410562,0.16338988,0.56004965,0.1966199,0.55163914,-0.62544894,-0.35681945,510
664,0.29329285,-0.96551305,0.0061970204,-1.0718764,0.6643363,0.3246585,0.7315771,-0.95155823,0.95600134,-2.137984,0.8336931,-0.50993353,0.5760637,0.46216607,0.11176104,0.4406436,-0.3047617,0.064197525,0.47532597,0.5973278,511
930,-0.11946306,-0.76557624,-0.955439,-0.53108263,0.9716175,-0.19949794,0.13609779,-1.0992804,1.481497,-0.16436549,0.28216973,-0.8598018,0.02260156,0.15422437,0.32030147,0.24827655,-0.371518,0.69919986,-0.2739581,0.44955307,512
2214,-0.39091706,0.3716963,0.2157498,-0.56126505,-0.6183113,-0.6734594,-0.115097865,-0.10639672,0.14060485,-1.8036113,-1.7938247,0.78581554,0.15404649,-0.30559197,-0.017668087,0.49521434,-0.42871326,-1.7647703,-1.0215282,0.89839846,513
582,0.031951606,-0.26421505,1.4871264,-0.55069494,-0.7303903,-1.2860309,1.1284951,0.15241222,0.033151146,-2.5510676,-2.0776005,0.9365521,-0.11639977,-0.001683034,-0.5615125,0.03415101,-0.10228848,-0.6573347,-0.7121311,0.9931004,514
1035,0.7220747,0.19912064,-1.0948806,0.8281904,-0.20598602,0.49052525,-0.19562107,0.8952956,-0.80185765,-1.6124301,-2.182774,1.0476542,-0.861638,0.361428,0.3242459,0.26177216,0.41348544,1.4266853,-1.1373707,-0.20945615,515
2586,0.18521756,0.25824022,-0.82611763,0.5928457,0.24600919,-0.08588882,0.025358498,-0.78143346,-0.1163995,0.3791892,0.50699246,-1.9944766,0.10201811,0.8798387,-0.7696125,0.7455712,-0.054309953,0.47854394,0.5578331,1.1904116,516
1963,-0.01566447,-0.8141744,0.5497928,0.8869473,0.4098072,1.016912,-0.0041991873,0.6963755,1.2270008,1.171405,0.1993697,1.7932317,-0.60147464,0.2731059,0.060538616,-0.24226403,0.8406282,-0.63900816,-1.0688021,0.5852554,517
5501,-0.15065423,0.385793,-0.42625818,-0.8334955,0.18308023,1.8069922,0.03409365,0.3865428,-0.7573361,-1.7291433,-1.5252761,-0.39720812,-0.84771925,-0.24596135,0.07272646,-0.22046615,-0.46022668,-1.9116361,-0.63265353,1.8972571,518
2335,0.06323252,-0.41999307,0.54170215,-0.8940833,-1.0255158,-0.72787637,0.56423235,0.36955428,-0.20527957,0.03581662,-0.8226896,0.8528473,-0.67136055,0.18370083,-0.5101174,0.5170839,0.7870043,-0.6628298,-1.2482517,0.8942958,519
5332,0.3096912,1.5187833,0.11186608,0.8440104,1.2158023,0.073813275,0.33636987,0.019410182,-0.43588406,1.2863917,0.20677769,0.3160032,-0.16938938,1.1579914,0.28964144,-0.49849778,0.014661249,-0.78012455,0.13871945,0.16523744,520
4129,0.44644538,0.3438017,0.24032846,0.26267743,-0.27766755,0.21763332,0.040272776,0.7005011,-1.447185,0.5388558,1.0280104,2.069902,0.18434328,-0.68262833,0.9391094,0.11316755,1.1421669,-0.51060224,-0.29577023,0.37601286,521
4675,-0.7108145,0.6811679,0.5699706,-0.13506858,-0.77110815,-0.92370796,0.6190838,1.2441231,-0.96501267,-1.0896996,-0.7827853,1.521059,-1.3967133,0.8138637,-0.39036173,0.61502904,0.01284194,-0.44981495,-1.310732,1.0310775,522
1280,0.55689657,-0.63984233,-0.58286864,0.01668118,0.37721,-0.23798749,-0.66332686,0.062093105,0.27373388,0.039441146,2.3927147,-1.103693,0.30451697,0.34387743,-0.14758731,0.42801523,-0.5958705,0.29828745,0.08782614,0.84889346,523
3979,0.30207118,0.47283292,0.13063964,0.20951204,-0.050047453,-0.83273125,0.17779392,-0.38430592,1.1446389,0.10532694,0.32449293,0.055359237,0.6517919,-0.19402657,-0.49561924,0.20761096,-0.29214156,1.5246793,-0.61317265,0.8660791,524
4025,-0.034397088,-0.34557435,-1.1598628,0.20523457,-0.0023835017,-0.43234673,0.7548567,0.38993868,-0.5278452,-1.8537917,0.38035533,0.801348,-0.6270065,-0.20689742,-0.34292844,0.041080635,-0.046132844,-0.7838055,-0.86254203,0.573933,525
4528,0.28431755,0.663048,-0.08923161,0.56991106,0.18262914,0.5744197,-0.7738087,0.1481957,-0.42541656,0.99853855,0.96329516,-1.2427722,-0.39708033,-0.69095,0.48930675,0.17641377,-0.7448294,0.6216181,0.35549086,0.91983646,526
1269,-0.41632888,0.2739436,-0.07050275,-0.53411275,-0.9707534,0.23633966,-0.41560832,1.1435395,-1.0832897,-2.4114501,-1.4705069,-0.58712876,-0.43804967,-0.39907587,0.39214543,-1.0349605,0.56499344,-0.743559,-2.0390491,2.3810933,527
4542,0.24545796,0.009979811,0.9648288,-0.37916565,-0.59626913,-0.37005308,0.34292376,0.28170314,-0.71539956,2.0539825,0.4878019,-0.45486444,0.450468,0.8863479,-0.21269436,-0.654248,-0.17184755,-0.045666605,0.18058704,-0.021019028,528
467,0.3407459,0.6742519,-0.78642213,0.27028787,0.37165746,0.051527098,-0.92498994,-0.7027436,0.58456105,0.562965,-0.41033992,-0.7909791,-0.97992563,0.49220595,-0.47594723,0.45480037,0.1723511,-0.76625454,-0.31708032,-0.40479416,529
1105,-0.48913306,0.19692281,0.3124132,-0.56111765,0.6354438,-0.18680084,-0.27019414,0.52343744,-0.18590936,-1.723547,0.7427858,-0.27112824,-0.15768817,-0.75098205,0.58562416,0.75599724,-0.7773445,-0.07928323,0.21625991,-1.5634944,530
242,0.36580306,0.9718987,0.32020208,0.32153738,1.0449432,0.24508327,-0.013124389,-0.02581741,-0.3524322,-1.6450512,2.0502486,-0.7503232,1.0771763,0.7132747,1.1787176,0.32695472,-0.13687399,0.5866665,-0.6418094,-0.28683424,531
7,-0.6418783,-1.4823941,-0.48955917,-0.0013922341,0.2544347,0.1295654,1.0445664,-0.18677732,1.5699849,0.56884795,-0.37554622,0.20075503,-0.7393173,0.9946921,-0.8828593,-0.3542041,-0.120088205,-0.4259099,-0.36666122,-0.21324238,532
3104,0.5508209,-0.8452163,-0.06809261,-0.109662384,-0.059280083,-0.106123865,-0.4167431,0.10137598,0.38718104,0.0888862,2.5560532,-1.5377382,0.15383919,0.08128886,-0.18679768,0.23953274,-0.089231834,0.031822674,0.38445228,1.0030417,533
5437,0.12044333,-1.6381732,-0.10697666,-0.19108653,-0.36337343,-0.12298626,0.2778124,0.6619117,1.1911545,-0.8792549,-0.05943732,-0.59916776,-0.6966409,-0.0137376245,0.6580708,0.245249,-0.55632603,-0.22577041,0.369577,0.99544984,534
1270,-0.63816625,-0.4876147,-0.48777318,-1.1517057,-0.54470414,-0.4642365,0.4322498,0.516666,0.24048154,-0.8146065,-1.1939579,-0.107126616,0.25147787,-0.13005213,-0.19059107,1.0594227,0.4838118,-1.6054361,-2.369582,1.3013512,535
5488,0.11043573,-0.54185593,-1.0364841,-0.79930854,0.24534982,-0.33286628,0.76445156,1.0937417,-0.5448155,-0.33395848,-0.44600964,0.5125356,-0.25851518,-0.13785996,0.5375595,-0.25138268,-0.8407614,-0.7420558,-0.6376533,0.75553125,536
503,0.13626596,0.82416654,-0.56654274,0.38828146,0.3729448,0.5050648,0.24230272,0.5691742,-0.7823247,-0.9957626,2.1668384,0.28888997,0.16372767,-0.60070753,0.43595225,0.53392476,0.054365188,-0.21144229,-0.95760095,0.26440996,537
3644,0.28241396,0.17616552,1.2512412,-0.18934315,-0.2635668,-0.26117074,0.3869711,1.011412,-0.7581604,0.45936218,0.95690644,-0.41516808,0.0073189368,-0.32911152,-0.75128037,0.080621704,-0.69055593,-0.39875656,0.42492557,0.33535773,538
2197,0.86714715,-0.86823285,-0.3003334,-0.8454844,0.6750642,0.5176536,-0.7426514,-1.7448714,0.838239,-0.62957275,0.29246897,-1.4981462,-0.035912108,-0.17608225,0.07317451,0.8973343,0.19289103,-0.5517252,-1.0811248,-0.4178158,539
4767,0.012526374,1.1092227,-0.43260095,0.62876254,0.6701344,0.5421391,0.30396047,0.6097418,-0.5554162,-0.76091707,0.36840865,-0.040825475,0.45858428,0.33821088,-0.4531359,0.16963819,-0.48325473,-0.25676644,-0.98801935,0.854208,540
2768,0.04612121,0.26749247,-0.12627864,0.20345089,0.7296248,-0.033594847,0.03480926,-1.1953242,0.77446795,0.17231637,-0.28943375,0.0058726044,-0.9188947,0.48247796,-0.5456916,0.5669436,1.5690457,0.48204488,-0.89721346,0.17159453,541
1370,1.3295807,0.2239166,0.3311856,-1.3200033,0.12296127,0.67805934,0.47997186,0.14557017,-0.26750743,0.09129976,0.3569542,-0.296156,1.6599607,0.18645595,0.45994505,0.2388365,0.5582188,-0.2977549,-0.00213206,-1.2426817,543
2252,-0.249096,-1.1640241,0.09215628,-0.39473733,-0.21054144,0.6196871,0.17426357,1.2569933,0.12801647,1.1223764,1.5089468,-1.8250426,0.34865308,-0.11300029,0.1629096,0.9314429,0.33220747,-0.096653745,0.21924996,0.5149121,544
1754,-0.2571157,0.7380902,0.7244475,0.28105026,-0.52644765,-0.87232506,0.22668359,0.7020218,-0.20031497,-1.4343568,1.6064012,-0.012395918,0.55316883,0.059829522,0.4558912,1.3163689,-0.4784316,-0.39095533,-0.49688295,0.13448858,545
2435,0.73741996,-0.42321393,-1.383112,-1.4074543,0.42496303,-0.056129858,-1.6451501,0.12073727,-1.6476429,-1.2210144,1.3042516,1.8263793,-0.49082762,0.055058043,-0.60978967,0.09543893,1.0725462,0.8749646,0.5733285,0.752812,546
4975,-0.46582994,-0.9220582,0.5497542,1.256047,0.85142946,0.91306937,-0.52905905,0.1516326,0.75382113,1.3776362,0.29245692,0.4267277,-0.47782108,1.0995021,-0.10853296,0.48992983,0.4779765,-0.065307654,0.41164407,1.1459885,547
4311,0.30172282,-1.985947,-0.656731,0.5278555,-1.1928006,-0.393238,-0.024070807,0.48404282,0.65189236,0.6718012,-1.2185692,-0.018653743,0.297223,0.28012404,-0.45659977,-0.36084148,-0.62786156,-0.61699677,-0.22457376,-1.0085379,548
3131,-0.08619974,0.6070745,0.42925555,1.2494737,-2.0538967,-1.6493936,-0.31219,0.4844334,-0.27192461,-1.1512835,-2.9520214,0.24688336,-0.02703109,0.89940894,-0.72398996,0.019971348,1.0119467,0.5625636,-0.75663453,1.0870497,549
2046,-0.09475884,0.5995687,1.3427293,-0.6639041,-1.6889857,-0.18302116,0.75664663,0.056002382,-0.15765448,-0.9530239,-0.8627039,-0.89700264,-0.8999742,-0.36031416,-0.47938344,0.35838193,0.122703396,-0.05624858,-1.8380972,2.3855786,550
511,0.94806886,-0.70791733,0.97760254,-0.4050538,-0.020981722,1.050495,0.16655664,0.4411531,0.33701947,0.22555722,0.5428877,1.7100264,-0.018047329,0.09017606,0.5502399,0.4597716,0.7962027,-0.8144692,-1.2540071,-0.23861691,551
1991,0.5477584,-0.1305778,0.7221338,0.8043018,1.4987754,0.33815914,-0.21543103,-0.02276313,-0.6059031,0.23255457,1.0477934,-1.2766825,0.39687735,-0.14530294,-0.5257363,0.15834951,0.0087834485,-0.8803612,-0.42598003,-0.32925314,552
212,-0.01733341,0.8197175,0.26554477,-0.52932584,0.57388496,1.2383353,0.29822132,0.28024423,-0.8194764,1.4014152,0.21192214,0.10664492,0.7699367,-1.2887334,0.3117904,0.7206397,-0.10800657,0.34159428,-0.7473647,-0.7575383,553
2003,0.61142635,-0.103350125,-1.3335315,-1.4562969,0.14651674,0.15609933,-1.6289942,0.062010117,-2.1688845,-0.8979266,1.4303565,1.5381392,-0.29780474,0.028214794,-0.39099348,0.16160508,0.79911065,1.1478021,0.45863858,0.79942244,554
5246,0.18015873,-0.27898303,-0.8104612,0.38117182,1.8231387,-0.097087085,0.17848477,-0.55683666,1.1056465,-0.50434625,0.9086783,0.1902803,-0.534734,1.4220811,0.48665252,0.8987626,-0.39863765,0.20039162,-0.1041115,0.4351849,555
2219,-0.25547767,0.74047804,-0.11447783,0.02857928,-0.22929445,0.2488279,-1.1734393,0.09116635,-1.4604329,-1.6409228,-1.419268,0.10192741,-0.1145265,1.317466,-0.40078047,-0.6246667,0.12614529,-0.5067579,-0.68940794,1.6963254,556
2424,0.5233318,-0.18426809,0.07510545,1.8345203,-1.0070497,-0.6582453,0.37395787,0.9244332,-0.41208375,-0.89731336,-0.6874505,1.0315422,-0.039177783,0.5341579,-0.0019718558,0.94270337,-0.5661752,0.1713438,-0.29017824,0.7026128,557
4162,0.40547812,0.18258594,0.1461991,-0.40126324,0.8360751,0.46324548,1.2017522,0.39487386,-0.49495804,0.013253489,0.7003587,-0.99999857,0.6181945,-0.0712346,0.6646882,0.7571107,0.16895238,-0.99428326,-0.34075484,-1.3885671,558
3536,-0.20913403,-0.4304939,-0.2575808,-1.9068252,-1.0499053,1.0268315,0.14768878,-0.5208643,0.25690517,-0.15924045,0.98051083,-0.54949784,0.9282687,0.6541946,0.20053521,-0.6308958,-0.36599025,-0.33791748,-0.2689091,0.28132918,559
1080,0.7224718,0.26077726,0.8920719,-0.027357396,0.96547085,0.70290256,0.59523696,0.5890038,-1.237361,0.9475723,1.9666123,1.4703392,-0.38712284,-0.29202554,0.6814688,0.4470868,0.074391454,0.30222496,-0.8928138,-0.07288721,560
1614,-0.26475698,-0.28879473,0.25509614,-0.9904263,-0.17536274,-0.81477076,0.3317145,1.486967,-1.0943161,-1.105906,0.15095794,-0.35006338,0.0037627295,0.58679456,-0.47471353,0.9344329,0.84089094,-1.7262051,-1.4171249,0.5702475,561
3233,-0.020176902,-0.25874197,0.6008549,0.34227744,0.21334095,0.39415908,-0.7680184,-1.3311312,0.56460834,0.48419368,0.057741687,-0.37068927,0.18472984,0.13535988,-0.2621957,0.3289067,-0.010388929,0.5389812,-1.4856496,0.44086134,562
3236,-0.23871416,-0.74149317,-1.089076,-1.786973,-0.8653615,0.17623863,-0.7023317,0.35967022,-0.011476561,-0.86683923,-0.046298504,-0.7947012,-0.08831554,-0.33170298,0.24255417,1.0119392,-0.08972901,-0.99241674,-0.02105318,-0.26811472,563
5415,-0.41307497,0.4919005,0.036096603,0.57109505,-0.93581694,-1.239758,1.5910674,-0.18029612,0.43521413,-1.2166797,-2.2407312,-0.98667353,-0.4611632,0.62387663,-0.9535483,-0.15914679,0.0114349425,-0.42352363,-0.36129513,1.0132071,564
2742,0.7112002,-0.6365721,0.9470076,-0.031565636,0.33816373,0.96629196,-0.30737013,0.45066637,0.47794986,0.82241905,0.6180271,1.2098634,0.11905646,0.787325,0.90460074,0.8598734,0.29851267,-0.20111138,-1.173377,-0.033239786,565
268,0.2925534,0.16208404,0.67408824,0.057629712,0.95623755,0.21556334,0.57942915,-0.88301706,-0.16466804,-1.359707,-0.31175447,-1.444182,-0.91776574,-0.8157459,-0.096191324,0.20721623,-0.8961106,-0.71839046,-0.9901983,1.5960768,566
3700,0.0318377,-0.0033962205,0.6241529,0.12573601,0.539591,1.5086997,0.41123357,0.9486353,-2.3557057,-1.6921773,-0.47510114,-0.1236649,-0.6842897,0.7529419,-0.71887577,0.29907113,-0.10588586,-1.4450223,-1.0462536,1.4822695,567
1367,0.30266854,0.14159216,0.1141025,-0.2540044,-0.16024658,0.69502586,-0.3495621,-0.36030656,1.281546,0.24247698,0.56310254,-0.6709292,0.56258535,-0.9912207,-0.3371789,0.48844165,-0.73684394,0.91104156,0.36768037,1.0234884,568
3815,-0.4637338,0.395637,0.5338118,0.30208784,-1.9483807,-1.5342215,-0.43751377,0.9303499,-0.32925886,-2.4679117,-2.0806732,-0.008429848,0.33857915,0.060286354,-0.4212208,0.09817583,0.86067444,0.5503646,-1.1556824,0.30148354,569
931,-0.2588346,0.40847912,0.73142874,0.49810433,-0.8827057,-0.33446118,0.7866239,0.6497703,-0.08648354,-0.56470937,-1.1546314,-1.0456871,-1.1708719,-0.014543451,0.135873,0.53237385,0.33233643,-1.7834889,-1.691707,2.0253425,570
1023,-0.35523692,0.3722976,-0.0673772,0.2277076,-0.17492805,0.052707046,0.7741048,-0.2075579,-0.14680897,-2.2280993,-1.57654,0.4601527,-0.8271337,0.8331099,-0.6178971,0.8102551,-0.24947734,-0.99278176,-1.1213607,0.7264126,571
1847,-0.048432883,0.25095096,0.18372168,0.9780561,-0.29765105,-0.6833106,0.6343086,0.77241653,-0.21887437,1.2307796,0.073411934,0.71047103,-0.59950536,0.38715982,0.07143147,0.92557156,0.21745461,-0.67702544,-0.76398134,0.70997757,572
3182,-0.14403749,-1.029463,-0.9570008,-0.7377997,0.71463716,0.54353106,-0.013176952,-0.21452516,0.903713,0.28183198,-0.5264254,0.8600657,-0.3903826,0.29342347,0.8300012,1.2057343,-0.043696783,0.21545951,0.31616184,-0.14417815,573
621,-0.46077722,-0.72834283,-0.513515,0.07100172,0.17059867,-0.006565705,0.27316532,0.8049403,0.049477845,-1.5946668,-0.03030929,-0.5444241,-0.48380524,0.3256276,0.54651433,1.1983901,0.33238226,-1.1879649,0.060851987,0.8705858,574
5233,0.44000977,0.73497975,0.87815714,-0.35120985,-0.3237848,1.0823785,-0.60459286,-1.0679007,0.8022696,-0.76172847,1.1650517,-0.3458102,1.075449,0.27870902,0.03185732,0.9046085,-0.34610677,0.3427966,0.71019864,-0.32421625,575
446,0.010755178,-0.6326103,0.6353301,0.83180195,0.49894604,0.28335756,0.50748825,0.0901379,0.9555628,0.143824,0.26962864,0.9577485,-0.67395645,-0.03814488,-0.49078923,-0.24416313,0.22605298,0.55022323,0.877395,-0.57123584,576
1693,-0.29901886,0.26321813,0.53063846,-0.26390904,-0.09954025,-0.59558046,0.3086168,1.177956,-0.5674289,-0.08821397,-0.04569132,1.7620364,-1.2706437,0.32715622,-0.008868277,0.90280044,0.3363979,-0.8073762,-0.97374547,0.22641979,577
4206,-0.22300598,-0.6863864,-0.16793686,-0.7286245,-0.7956477,0.2483761,0.46567297,1.2142892,-0.5933776,-1.414051,-1.5084058,0.10806925,-0.43832746,0.5139819,-0.47056013,0.4668434,0.08808295,-1.2774053,-2.590899,1.2209792,578
2837,-0.00379242,1.1134119,0.5260645,0.21252103,-0.2531526,0.08497527,0.77158636,0.850048,-0.32095435,-0.18740378,0.8531363,-0.6434577,0.7609131,0.38515455,0.7060781,1.1732146,-0.39365786,-0.8754561,-1.3500268,1.0599109,579
5473,-0.4654338,0.46559134,0.07168608,0.0016843267,-0.9404147,-0.30313733,0.08468595,1.590915,-0.36309952,-1.5638071,-0.7992204,-0.28367865,0.11802802,-0.1363835,-0.22669396,0.91297334,0.38445234,-0.9292999,-1.3424891,0.6689983,580
1298,0.68238586,-0.6791126,0.19300339,0.32950485,0.20144686,1.0644122,0.45479995,1.0722922,0.1633504,-0.8600016,1.2853901,-0.47336715,0.5938237,0.007602781,1.3618103,0.22449982,-0.44274876,-0.4237187,-0.33600593,-0.4489949,581
2336,-0.23546478,-0.8323093,-1.0579894,-1.5764811,-0.35684544,1.0680205,0.0069878176,-0.766109,-0.3960684,1.2454787,0.3909227,0.032321624,1.1720308,-0.08676124,-0.51358235,0.06369842,-0.24738578,0.45064938,-0.37157914,0.74901915,582
1383,0.42605284,-0.5428589,1.0057636,0.19661322,0.4701667,-0.07094617,0.06139961,-0.43127376,-0.7705452,-1.8470728,0.82140726,0.058806315,0.8587718,-0.97211343,0.38002726,-0.29250315,-0.24590713,0.56966966,-0.1942389,-0.20738554,583
2201,-0.4498382,0.5822914,0.87346786,0.4964775,-1.0196121,-0.8986492,-0.40543243,1.1546803,-0.10464303,-0.7326119,-0.8462499,0.4669359,-0.7253274,0.08287938,-0.9112891,0.96143186,0.47432634,-1.9613519,-1.9762443,1.7264867,584
1125,-0.6147056,0.60248685,0.36021596,-0.06538671,0.68709433,-0.07129751,0.20106402,-0.014848768,-0.4071446,-1.8965075,-0.80832773,-0.3435312,-0.63990337,0.2910389,-0.54799235,1.1000983,0.13663235,-0.7724593,-0.9831795,0.82795465,585
2928,-0.0018860847,0.18636099,0.6124833,0.84405965,-1.3212261,-0.86672705,-0.51822734,0.6481685,-0.008931905,-1.2846422,-0.9928718,1.2600563,-0.53517365,-0.06337114,-0.3488749,0.09274574,-0.56006706,-0.08239893,-1.3483304,0.039802566,586
3937,-0.45736828,0.40795055,1.1373016,0.78265715,-0.41483036,0.2602844,0.5360526,-0.41537693,0.40512642,-0.046519082,-1.0144309,-0.6708314,-0.8515016,-0.5655143,-0.11983539,0.19924971,-0.038847685,0.5867488,-1.2096289,1.7173827,587
1621,-1.1128865,1.0479685,1.6688666,-0.0378197,-1.5991167,-0.3659787,-0.7144684,0.22589351,-0.38410676,-0.61725944,-0.88369924,0.3390382,-0.9571045,-0.8888358,-0.77616996,-0.48226753,-0.24484164,0.42854112,-1.6274818,1.6836383,588
1557,-0.57186294,-0.39329776,-0.2134335,0.8218032,-0.25081885,-0.98968464,-0.021796562,0.39106598,0.95572877,1.1783738,-0.27511612,0.2528827,0.17739138,-0.18423396,0.059154347,0.5307445,0.26369455,0.95424,0.039458286,0.9813877,589
1229,-0.45138738,0.06732407,-0.8351496,0.9382182,0.17299628,-0.5203937,0.5980394,-0.28471583,0.6715012,0.12870902,0.44228393,-0.60247916,-0.12986177,0.26185519,0.16015787,-0.88812184,-1.2219374,0.5694464,-1.6533341,1.2565213,590
4240,-0.38708046,-0.7162146,0.0636156,0.4107443,0.44096223,-0.17475031,-0.18264937,-0.15410951,0.62956816,1.4718925,0.07696967,1.9417839,-0.39686498,0.3781818,-0.18557921,0.2893953,0.37218267,-0.08384996,-0.50886685,-0.20430598,591
4156,0.3727154,-0.51791006,0.29758427,-1.1016915,-0.7144364,0.88687056,0.8623048,0.34678078,0.30504754,0.56407225,-1.013239,0.19616683,-0.31606665,-0.2680421,1.2847582,0.12628902,-0.2022156,0.24460435,-0.08423529,-0.20631297,592
2583,-0.16491297,-0.016061453,1.2557828,-0.23693463,-1.0667729,-0.7511294,0.96233493,0.6068506,-1.3386579,-1.0918696,-0.7278597,1.0122325,-0.43511355,0.7422454,-0.7105054,0.6379102,-0.617349,-1.2889941,-1.002053,1.3325567,593
769,0.33568716,0.44060817,-0.6951407,0.06841484,-0.9689791,1.2732215,-0.12071342,1.4784911,0.3485446,0.96026725,1.2431674,-0.93418175,0.19079167,-0.5243293,0.40673333,0.09425236,-0.4927769,0.16167513,0.3847664,-0.18421921,594
44,-0.23711802,0.19370748,-0.3255463,0.42206913,-0.3527099,0.3386049,0.96059513,1.0801171,-0.50956416,-1.4011585,-0.7690785,1.0920715,-0.842572,0.6443968,-0.14452416,1.0997272,-0.25828975,-0.39381793,-1.5184882,1.6694251,595
4267,0.16872373,0.15160191,0.66988873,0.013222465,0.12399246,1.1952006,0.2425308,0.30748668,0.98628306,1.026676,0.6544858,1.4200937,-0.073587865,-0.14203401,1.0065349,0.8828506,0.53143084,-0.19839334,-1.3907293,-0.9333638,596
5150,-0.02506122,0.33165452,0.375034,0.33731788,0.19671996,0.1294268,0.7483335,-0.56216836,-0.51208436,-1.7125317,1.2751448,-0.663152,0.10107991,-0.13793597,0.5284206,0.7661279,-0.3757421,-0.4276754,-1.168639,-0.012955748,597
1710,-0.16024506,-0.031423707,-0.31613985,-0.01995086,0.5690881,0.2480175,0.7661435,-1.1348937,1.1869998,0.17482421,-0.57261646,0.30719686,-1.3248327,0.17350855,-0.21462952,-0.29168135,-0.07289311,-0.37350658,0.84526455,0.14135544,598
3989,0.35864404,-0.5224789,-1.7457137,0.45571095,0.25377268,-0.49861085,-0.6302566,-0.18927771,0.84831154,0.32596722,2.1236963,-0.7354703,-0.3570476,-0.29970017,-0.41767904,1.0358644,-0.81339926,0.5646829,0.36187035,0.8989107,599
1920,0.081182525,0.5948047,-0.75222415,-1.0204768,0.8902164,0.33510795,0.15432963,-1.1689811,0.68428564,-0.2209242,0.91647875,0.29399002,0.32534268,0.013054997,-0.012656014,0.64923215,-0.6566239,0.5410227,-1.1321952,0.1889968,600
1942,-0.11150828,0.8399841,-0.34529996,1.1650766,0.6636765,1.4874605,-0.6187525,0.6871166,-1.0706545,0.2411089,-0.3133086,-0.030428577,-0.6375855,0.3104107,0.37940085,-0.1908887,-0.6411165,-0.8242166,-0.9635757,2.0956895,601
2062,-0.76501584,0.026658926,0.6202553,-0.03990303,-0.19913262,-1.1464257,0.12391553,0.9522459,-0.21299715,-0.73737544,0.83842874,-1.7654471,0.27556244,-0.6627672,0.23935403,0.48973778,0.51233894,-0.8257301,-0.9126016,1.355143,602
