cell_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
11,-4.0155764,-0.3576365,-0.054036327,1.288176,2.0327413,0.385607,-2.6406162,-0.49937063,3.1833086,0.39373636,5.1014824,3.0128903,0.12565324,0.13546413,1.2561895,3.0144918,-3.8190367,-8.499174,0.37568328,-3.1390586,0.511721,5.6126914,2.0856645,-7.127938,-2.5165498,1.1253837,0.015688276,-6.0559874,-5.233344,1.3574467,1.3906933,-0.04191878,1.6333089,1.0887603,-2.837984,0.4224692,-0.5219565,2.6346953,0.1394856,-4.471122,-0.1001097,3.2483714,-2.163176,3.2354515,-0.5507236,-1.969778,3.3799167,-1.5711068,4.6323996,2.6369946
12,-3.522537,-1.4872148,0.7171686,2.3664858,1.199208,-1.317805,0.2978867,-1.1562042,0.76260304,-0.6691353,3.1042657,3.1167336,0.91427726,-1.8708032,-0.8747027,2.5986378,-1.9585209,-6.7994175,1.5407511,-3.5508256,-0.8171418,3.4494646,1.502286,-5.077057,0.88816756,1.2819619,4.1685205,-2.847945,-5.542441,0.72522825,0.45062205,0.8286226,0.6092614,0.63790864,-0.54583055,1.2013386,0.4158746,-2.2143333,2.8714156,-4.630684,0.573391,-0.40101823,-1.1902071,2.923077,0.57747406,-1.2206442,2.6470542,-0.69663274,4.842252,0.016954957
13,-0.73855233,-0.72507215,-0.54000986,-0.12771037,1.0761309,0.7993501,0.2892558,-1.503515,-1.9794767,-1.6387017,0.49215516,1.1150258,1.7254782,-0.26951084,-0.41124445,0.66699195,0.30660498,-1.1883043,-0.008993827,-0.20759429,-1.0541683,2.585743,0.56860757,-1.5837284,0.202237,0.016294558,0.13467772,-1.2515751,-1.792795,-1.3060837,1.497324,0.5208398,0.39603686,0.068460844,-0.06877414,-1.084071,-0.3476379,-1.2990758,1.8061701,-4.8990006,0.1521739,-0.9117079,0.5718031,-0.2813534,-0.899358,-0.15930432,0.92121035,-2.2015474,1.1004525,2.0417838
14,-0.4143988,0.11521299,-0.42496195,0.0075267553,1.1021087,0.41429836,-0.40059465,-0.59883267,-3.0031934,-2.1436484,2.0303586,0.7652456,0.9526616,0.38081518,0.09542723,0.116541356,0.6078819,-1.0661018,0.4091814,-0.28498444,-0.94862723,2.908063,1.5625463,-1.2169598,-1.0653607,-0.908296,-0.45316297,-1.7381665,-1.8558701,-2.0133932,1.4805331,1.7168771,-0.35078,1.1157107,-0.56309706,-1.5076483,0.456485,-1.5039803,2.2915285,-5.082489,0.45889682,0.23185974,-0.01025296,-0.35359317,-1.9668247,-0.21471414,1.7139561,-2.7458496,0.7744737,1.6920689
15,-1.2029129,-1.7070719,-0.4065663,0.57452035,-0.2149803,-0.14923209,-1.3212347,-1.8986958,-2.2006686,-2.1385257,1.6578538,2.0318463,0.9977203,0.2544927,-0.1366558,1.0337692,-0.7410697,-7.004052,0.48757133,-2.593212,-1.1175332,6.28148,2.2127912,-1.686489,-0.8480929,-0.10486923,-0.0037833229,-3.42355,-4.948038,-1.936844,2.6557863,-0.46749187,-0.7299306,2.5645738,0.2785722,-0.27050737,0.21664764,0.52315694,4.101704,-4.413754,-0.8630529,-0.22596046,-0.828822,1.4577992,-0.62138665,-0.8448678,1.9482179,-1.5314008,3.897843,1.0875694
16,-2.6615243,-2.6460476,2.224938,3.3171456,1.1456193,0.31403762,-2.7921517,-4.512234,-1.1541861,0.30515704,3.6103127,5.948263,5.0752583,-0.638644,-1.0646052,1.7154136,-1.9323084,-8.707871,3.0504687,-2.4389763,-0.8491388,6.950503,2.068461,-4.4089203,-1.9941804,1.444099,1.7210909,-2.4405696,-5.1104083,-2.5053394,2.0626214,-0.762802,2.6654582,3.5685513,1.090689,-0.27468237,-0.3255684,-0.16650268,3.3281562,-3.61927,-1.3013197,-1.8117489,-2.4584303,2.0401475,-0.05317047,-1.3676562,2.725229,-0.00023239804,5.3539057,2.73246
17,-1.3536689,-1.5229355,-1.2039156,0.89784825,0.9231574,-0.98416024,-1.4012458,-2.6526992,-1.0021485,-0.61322266,2.286908,3.0289872,1.1794267,0.12409194,0.018122174,2.40484,-1.2621737,-8.212398,0.63116,-2.840653,-0.9951939,5.462016,2.5181699,-3.214424,0.026955903,1.3111626,-0.71212584,-3.7205002,-5.051526,-1.1145618,1.8001589,0.25202683,-0.44893283,0.50796854,-0.18851563,0.62513804,0.4288019,0.63828206,3.980451,-4.382163,0.7007996,-1.275778,-0.28222945,0.88757074,-1.1431715,-0.7272437,3.0580294,-1.1370126,3.8249042,1.376328
18,-0.69594693,-0.0017826259,-0.39849013,0.32807332,1.4569747,-1.1732343,1.4659351,-0.06882036,-2.2008293,-1.5886697,2.113681,0.84686786,-1.0592602,-0.6708678,-0.09481322,0.7994063,-1.1622148,-5.351728,-0.9382698,-0.5102477,-0.37485623,3.7103274,0.84639484,-2.075108,1.1027795,2.7279453,0.27461725,-3.559811,-3.1712193,-2.2841601,1.1426787,1.1716491,1.0115422,1.7616563,-0.086496174,-0.81542563,0.1320083,0.32537377,3.9997652,-4.609714,0.002822048,1.2613686,0.84729505,0.103033766,-2.3367774,-1.6543531,1.0776066,-1.2191069,2.381378,2.6936269
19,-0.29728076,-0.24020548,-1.0967354,-0.5443177,1.8063276,-0.82681376,-0.0782232,0.1988618,-3.0865703,-2.7030845,1.7046751,0.6407722,0.42505208,0.47266233,-0.3824319,-0.057134345,0.9907863,-1.4928384,0.21393958,-0.7535514,-0.5398606,2.4353318,1.532825,-0.5883156,-0.69643354,-0.5169045,0.17344001,-2.0660946,-1.3363488,-2.2776976,1.4419324,1.6073996,-0.3850848,1.098847,0.6005383,-1.031889,0.19735184,-1.0472158,2.213278,-5.2825475,0.14388841,-0.30761057,0.2927804,-0.92280763,-1.2776482,0.16133171,1.8512574,-2.9506164,1.394403,2.2133243
20,-1.8696527,-1.4406539,0.38834262,1.55405,1.2896585,0.0012927693,-2.974366,-1.9895933,-4.259072,-0.06555229,3.7289498,2.6871207,1.9040369,-0.9393405,-1.1251711,0.8032118,1.8482305,-9.027944,2.511883,-2.7470021,-1.0683352,6.5291653,4.4379086,-2.61482,-2.4164913,1.3310369,1.9401709,-1.9596131,-3.2915728,-1.2409786,1.6778343,0.8034431,0.27155095,1.7339071,1.0852563,-1.1615702,-0.7715397,0.7307238,6.221863,-4.981746,-1.872055,-0.4194175,-1.7445744,0.64160216,-2.334247,-0.8588699,2.843329,-1.734787,4.163187,2.511725
21,-2.5201037,-1.9606807,-0.1207075,1.4542376,0.6014777,-0.28423473,-3.8899252,-2.2565541,-2.8843822,-0.07166395,4.5945187,2.6778257,1.4493654,-1.0430405,-0.9690437,0.8000849,0.4486346,-10.193396,2.78534,-2.9094682,-0.79629785,7.230343,3.5409005,-2.842166,-3.101151,1.1940188,1.1278368,-2.534481,-4.547682,-1.1328299,2.5743823,0.19285834,0.107928745,1.723363,0.29042223,-0.3556937,-0.6785784,1.037715,5.810723,-4.973144,-1.9397597,0.084133655,-1.047175,1.5833441,-1.4262502,-1.5726635,3.264392,-1.2843392,5.336725,1.7738467
22,-1.6583585,-0.9011945,-1.5687369,0.74368554,1.3387611,-0.61827016,-1.3300503,-2.2736607,-2.401565,0.36368415,3.9525268,1.8237126,1.1004915,-0.650566,-1.2188979,0.45093668,1.3091048,-7.374875,1.7940453,-2.1749964,-0.9069005,5.2446117,2.3814323,-2.1017423,-1.2362187,1.6350706,0.5025003,-2.3085663,-3.1208575,-0.97692394,1.2034305,0.70471376,0.068595685,1.1658033,0.032199383,-0.55430233,-1.0656861,0.7216952,4.3584213,-4.8042803,-1.3494747,0.954995,-0.5385958,0.58423734,-1.9292818,-1.0993928,3.1776686,-0.96301013,3.4387202,2.1913624
23,-2.9381957,-2.078022,0.74229646,2.336695,1.68608,0.5547699,-2.8341358,-2.838045,-2.486175,0.45422292,4.115956,3.9221253,2.737032,-2.085794,-1.4388204,1.3007581,0.8519925,-7.912498,2.4618983,-3.179184,-1.5152806,6.7490807,3.4416518,-3.9662561,-1.1173843,0.7929451,2.7316084,-1.3889631,-4.6199803,-1.9075729,1.9948226,0.27657887,1.105289,2.6341245,0.32893798,-0.28942883,-0.41813362,-0.76349276,4.448071,-4.4343467,-1.1566092,0.020362645,-1.4316589,2.3534322,-0.27572924,-1.396197,2.9072616,-0.87470824,6.366904,2.6796398
24,-1.7640773,-1.0337822,-0.5323255,1.3168523,0.752456,0.94708693,-2.4916918,-1.979887,0.33467123,-1.0917869,2.746332,3.2741275,2.596184,0.17988358,-0.5711814,2.6647134,-1.4223983,-4.3266063,0.7537834,-1.9347682,-0.5698558,4.566017,1.5182519,-3.4160318,-0.77851427,1.4015651,-0.13815716,-2.9884672,-4.5583186,-1.4988892,1.3575389,-0.5343108,0.6682822,0.78733367,-0.47138208,1.068758,-0.84004825,-0.56341887,1.15685,-4.43799,0.24722426,-1.611898,-1.2471075,1.496673,-0.48119012,-1.0863736,2.5558712,-1.7905071,3.2797005,2.1411352
25,-1.7184687,-1.1204994,-1.4908926,0.41145313,0.47620323,-0.009403505,-1.3318467,-1.9008598,-2.9439697,-1.0779778,2.8194797,2.4534535,1.9998809,-0.5524363,-0.21197888,1.1491722,1.1314684,-8.17511,0.38526922,-3.0310585,-1.4420689,6.2035213,2.9443843,-3.0562267,-0.61806154,0.50435436,0.22926392,-3.3463922,-5.0484686,-1.7589029,2.169873,0.50944644,-1.09066,2.6273065,0.734785,0.37758517,0.5420667,0.5296843,4.8628283,-4.7987604,-0.38792634,0.465257,-0.38024408,1.0516498,-0.8256068,-0.5543194,3.2503688,-0.84782946,4.598868,2.3497071
26,-1.8801239,-1.890993,0.7912721,1.2671701,0.16161826,-0.33161023,-1.6808494,-1.1247917,-4.4521313,-0.96363187,3.105631,1.6815605,1.1637588,-1.1479976,-0.48175767,0.46787122,0.32871404,-9.863082,1.260007,-2.3320105,-0.51368725,6.9802456,3.9169645,-3.0306122,-1.9507827,1.0957705,1.8733008,-2.4398925,-4.0110292,-2.0445218,2.5048707,0.6855941,0.35139576,3.1104739,0.8900137,-0.3795141,0.23887949,1.3739294,7.373168,-4.501233,-1.524523,0.06871463,-0.79869705,1.1298969,-1.6640998,-1.1949133,2.1398208,-1.4186298,4.9538774,2.4682057
27,-1.318877,-0.7082019,-0.15795496,0.7452403,0.9083225,-0.78109205,-0.5458358,-1.7098745,-4.0048857,-0.79541224,3.1027744,1.870942,1.2122107,-1.2706577,-0.6673928,-0.68172675,2.3625557,-7.1600327,1.3285418,-1.4565915,-1.1660521,6.355916,3.138662,-2.4372003,-0.2507583,0.46311697,2.0022757,-1.4985946,-2.8313386,-2.6954448,1.0350249,1.9198529,0.2427937,3.514785,1.1323526,-1.6505038,0.09947567,0.018777069,5.3713746,-4.139078,-1.2747018,1.4812318,-0.8601212,0.515176,-1.2451944,-0.28540066,2.3734622,-1.1879106,4.14147,3.3605008
28,-0.26018322,-0.42443264,0.102528356,0.4259881,1.0346376,-1.1817087,1.2205681,0.33454403,-2.8262799,-2.7343972,0.75501806,0.99067587,-0.44837996,-0.47361997,0.51673174,0.57530034,-0.5488888,-2.5693467,-0.6294867,-1.0186231,-0.81851566,2.214968,1.4771006,-1.6076733,1.4137546,-0.02545628,0.02048298,-3.0108635,-2.9890583,-2.181009,1.3283284,1.3900012,-0.64274186,0.404773,0.75544125,-0.59015524,1.5323277,-1.1153291,3.6083198,-4.785111,1.4275634,-0.5757825,0.59578854,-0.53581643,-1.5754325,-0.7269895,0.57633626,-2.779143,2.473814,1.7039976
29,-0.9030935,-1.081773,-0.10621095,0.33253416,0.27483043,-0.908028,-0.79015714,-2.1227713,-1.9895861,-2.2812574,2.7774825,2.0471377,0.38590646,-0.06687008,-0.2892044,0.4547096,0.21580592,-4.782491,1.2959516,-1.0112364,-0.94627637,5.2907877,1.4278983,-2.0869625,-0.42726812,-0.93954706,0.3537701,-1.8260597,-3.9903834,-2.8268058,1.2186869,1.5974363,-0.006651871,2.0573683,0.71921736,-1.1676635,0.57092905,-1.3637362,2.8421488,-4.0607505,-0.06900035,0.21484247,0.018170318,1.0621775,-1.1396643,-0.45862287,2.4728205,-1.6401857,3.3040013,1.7520963
30,-1.2904613,-1.3016979,-1.0050737,0.53030396,0.69271815,-0.080860145,-1.7995661,-0.5359239,-0.7673784,-1.1823632,2.500435,2.243672,0.5499227,-0.24159557,-0.42707455,1.8929805,-1.1877052,-3.3748915,0.642291,-1.8857535,-0.38691074,3.4374902,1.5992343,-1.4838935,1.2151605,1.6374724,-0.16815853,-3.652381,-3.309376,-1.4944409,2.128476,-1.2333117,0.44954732,1.4307525,-0.55762184,0.991245,-0.0044261683,-0.0764551,2.756706,-5.114235,0.7518412,-0.65918493,0.69515145,0.5259063,-0.208015,-1.203582,1.494652,-1.2147236,3.2754855,0.59759307
31,-1.2343087,-1.780287,-0.085360505,1.4013416,1.6239588,-1.2991601,-1.4002519,-3.8217714,-2.5450287,-1.3753769,2.5622578,3.7143104,1.7610316,-0.892617,-0.3807372,0.904258,1.2410347,-7.963302,1.7695589,-1.8844991,-1.9939647,6.7576575,3.2576897,-3.2846286,-0.513267,-0.55346334,1.447361,-1.5793006,-5.162654,-3.0186985,1.1203623,1.8451383,-0.09751229,2.7120678,1.2964003,-1.6613781,0.54039943,-0.6550212,4.1443043,-3.6201432,-0.4960593,-1.3622661,-0.89718866,1.8980498,-0.59842366,-0.36147884,3.1312199,-1.8158563,4.5358553,2.8602011
32,-1.171949,-2.377562,-0.0024154,1.2323287,1.1388661,-0.9960989,-2.8902628,-2.3877885,-2.0552573,-1.8626484,2.8726418,2.8523612,0.55146956,-0.24477848,-1.0398233,0.48525527,-0.30629447,-6.7121043,2.0061045,-1.8222749,-1.8740963,6.1760774,1.5891417,-1.0496223,-2.4288611,-0.096958354,0.97582096,-2.494359,-3.967544,-1.8368802,2.210292,0.16582929,-0.09876494,1.0621383,0.32659823,-1.514049,-0.25059432,-0.4488381,3.44687,-4.632287,-1.8318192,-0.99876636,-2.046116,1.6313406,-1.0091736,-1.5573843,3.0201163,-2.1150265,3.3041058,1.2186009
33,-3.9777744,-2.0424626,-0.034667797,2.302301,2.0716908,-0.036547128,-0.20646861,-2.9843857,0.42324206,1.8283689,5.3106365,3.1713097,1.4819409,-1.1318387,-0.5693027,2.285349,-0.41541764,-8.285469,1.5347818,-3.3399215,0.5951718,5.2052135,5.391075,-4.961522,-1.1645906,-0.5294016,4.2657204,-2.106529,-2.9950006,0.16514792,0.9351701,0.45234835,1.4211258,4.011517,-1.2388239,-0.03051861,1.9053017,2.9673984,2.6471894,-3.0940928,-1.0530413,1.6156102,-2.0261674,1.8624907,1.1976198,-0.7103307,3.5991647,-0.71775717,5.1313944,1.9095218
34,-1.4846184,-1.1921713,0.08957909,1.2466049,0.83718085,-1.448231,0.63605887,-0.66886485,-1.0102352,-2.3143988,2.314387,2.5169842,-0.1191248,-1.617209,-1.0126618,0.70657957,-0.51781344,-2.4258032,1.2733806,-2.010103,-1.2361526,2.9973865,1.3036853,-1.0627578,1.7734927,-0.19044906,3.1769972,-1.3296211,-3.1625328,-0.80886745,0.9940041,0.42901212,0.005475186,1.2372191,-0.21080004,-0.22732651,0.9171934,-3.4042728,2.7166612,-5.164648,0.49216834,0.34916666,-0.20479706,1.068061,-0.015625343,0.0669795,2.0491176,-1.1901423,3.1142998,-0.60222733
35,-2.6456714,-1.533101,-0.41712826,2.3798258,2.4032857,-2.9139235,0.71513784,0.16304362,-1.9053955,-0.59963703,2.3695757,2.2532823,-1.2385395,-2.5711067,-1.3044747,2.3245854,-0.12175628,-4.524872,-0.62912846,-2.0173373,-1.4480691,1.7408217,2.0719163,-4.2927513,1.867525,0.3730591,3.178276,-2.9189694,-2.9872835,0.2426982,0.49411088,2.163205,0.84195054,0.06972715,-0.40825677,0.77052695,0.9116626,-0.042327143,3.379476,-4.47058,0.5230718,0.42778164,-0.28902054,1.3384893,0.0025640153,-1.2755716,2.4604816,-1.9619349,4.5626235,2.628662
36,-1.3102183,-1.6759934,-0.033575,0.6865555,0.031634472,-0.25099623,-0.80609137,-0.5643069,-4.260664,-1.967802,2.7527142,0.8796185,0.59039164,-1.1053591,-0.7284902,-0.448451,0.39536372,-8.310358,0.75172967,-2.0359616,-0.98295105,6.620859,2.8451366,-1.9897072,-2.0046694,1.2779137,1.7332474,-2.269788,-4.0280924,-2.49983,2.9723673,0.6580596,0.19167055,3.543217,0.6827016,-0.9610094,0.00168911,0.6546787,6.435731,-4.7329526,-1.6717023,0.9456792,-0.3015758,0.930251,-1.6936928,-1.5284836,1.7782195,-1.0590703,4.303078,2.6069884
37,-1.4093609,-1.4092917,-0.97867787,0.9360918,1.4146794,-0.9142972,-0.8189371,-1.6965137,-1.4701904,-0.8812927,2.316795,2.3566656,0.27907214,-0.084858045,-0.46426883,1.2479098,-0.9438968,-7.3529916,0.4981129,-2.379477,-0.89472276,5.09649,1.9011478,-2.2365432,-0.09400031,2.199335,-0.0021888614,-3.764041,-4.0820675,-1.0048157,1.6683577,-0.1334492,-0.2450366,0.54110056,-0.17958729,0.37796685,-0.2539281,0.6251233,4.0958676,-5.149139,-0.38187248,-0.064044915,-0.9202122,0.9335618,-1.533918,-1.2465589,2.4786944,-1.102889,3.408071,1.5668337
38,-1.6675476,-1.4766421,-0.9175614,0.88536245,1.2076547,1.0180155,-1.3419548,-1.9337147,-2.2777848,0.13070607,2.8363023,2.153006,1.6731446,-0.0684895,-0.4907853,0.92379117,0.3998618,-6.6845407,1.5051625,-2.4538205,-0.70266044,4.9290576,2.6586194,-2.4513607,-1.8147075,1.3532035,0.3166387,-2.7708116,-3.3602803,-0.2717405,2.34575,-0.38464022,0.20228748,1.0828688,-0.05601859,-0.5799433,-0.6979466,1.1029086,3.7545023,-4.654785,-0.5730374,0.7690323,-0.692824,0.9352045,-1.7989366,-0.7883456,2.1872447,-0.7649651,2.809754,0.9762359
39,-0.7619592,-0.0151802,-1.133728,-0.33619744,1.3639137,-0.3473834,-0.5953441,-0.22055592,-3.6433666,-2.6122339,1.2699286,0.9563773,0.6370811,0.29977217,-0.16495267,0.22723362,0.65958226,-0.9499859,-0.061580956,-0.4046256,-1.0069497,2.8545475,1.587061,-0.6875222,-0.98733807,-1.1873803,-0.11453436,-2.2089515,-1.9044522,-2.3658204,1.9194406,1.288587,-0.8511797,1.139661,-0.3007952,-1.6501255,0.79168427,-1.1488998,1.9311554,-4.6096196,0.3707264,-0.2678832,0.09724491,-0.30919898,-2.041409,-0.88374865,2.5934117,-2.6001024,0.35951006,1.9723846
40,-0.9982862,-1.8570117,0.12512156,1.6664968,0.6242522,2.4531918,-0.08213406,-2.1447968,-2.923736,-0.4693625,1.0764581,1.6554992,1.7971098,-0.7280977,-1.1666172,0.55313,1.4408274,-1.0698256,1.1283379,-1.2337911,-2.3455546,1.7951956,1.6430562,-1.8994844,0.9934819,-0.23622194,1.0046628,-1.6013906,-2.9355578,-1.6270896,1.2798601,-0.67645633,-0.83447486,0.4598308,0.5680768,-0.98514336,-0.37198526,-1.7905195,3.5033326,-3.6237555,0.5210362,-0.51818657,-0.018591203,0.6170516,-0.7848623,-0.5085962,0.33996844,-1.8550783,4.3308635,1.1329215
41,-0.9808712,-0.1337026,-0.92948323,-0.57135034,1.5708525,-1.5093578,0.11810024,0.20219254,-2.233774,-3.021036,2.3032117,0.96672356,0.1770396,0.03503696,-0.3564377,0.07518844,0.24247155,-0.3578584,1.227757,-1.605849,-0.63220125,2.3988123,1.5906707,0.08656895,0.24638152,-1.1193507,0.6894929,-2.126383,-1.5620835,-1.9117241,0.9331694,1.6699952,-1.1851695,0.83247447,-0.57652295,-1.2874247,0.54185927,-1.7002426,1.3255488,-5.1399803,0.053955883,0.8248964,-0.72121567,-0.337286,-1.3950205,-0.15256187,2.0565987,-2.6092615,0.9283304,1.1466053
42,-1.0790788,-1.371433,-0.24642274,0.649586,0.8398138,-1.1574521,-1.4090534,-2.5985997,-1.8304108,-1.6289437,2.5608175,2.640757,0.4701618,-0.24644846,-0.35459653,0.7005528,-0.3810211,-6.287615,1.3076566,-1.6022022,-1.6505501,6.012936,1.6980212,-1.9970742,-0.46245328,-0.29930797,0.21695745,-2.3501828,-4.265561,-2.442505,1.6584266,0.85774446,-0.34010902,1.981208,0.4414687,-1.1609668,0.27879387,-0.16353118,3.4533088,-4.0870233,-0.56577,-0.5454628,-0.6903522,1.5064827,-0.5034957,-1.4829223,2.5913086,-1.6330495,4.0407333,1.9755257
43,-0.8007548,-0.8770075,-0.9701095,1.9720494,2.438665,1.0930636,0.29940766,0.6082329,-4.1950493,1.2470688,2.2300177,2.6931868,2.3183002,0.3202467,0.54300225,0.086412445,-0.0021162701,-0.51617724,-1.8734963,-0.08272995,0.076232165,1.1633972,3.3920426,-2.2834826,-0.7412473,-0.082924396,-1.1045243,-3.8176093,1.126546,-1.1399932,3.7851353,0.58475703,2.468318,2.2408586,0.19882233,-1.0733755,1.9822316,2.8360088,2.9719489,-4.686041,0.669627,2.0277646,0.6460255,-0.61322623,-1.1692097,-0.21640062,1.0455554,-3.5591424,2.3353076,4.4138474
