cell_index,x,y,n_transcripts,density,elongation,area,avg_confidence
2784,3905.88311688312,5314.61038961039,154,0.02882,2.168,5344,0.9985
2785,1527.26086956522,7730.73913043478,23,0.01595,2.918,1442,0.969
2786,5467.81818181818,3737.03743315508,187,0.0207,2.559,9034,0.9605
2787,3810.89189189189,5452.2972972973,37,0.018,1.883,2056,0.9364
2788,2673.98744769874,6464.87447698745,239,0.02699,1.789,8854,0.9685
2789,4060.76119402985,5193.67164179105,67,0.01693,3.069,3958,0.9432
2790,2457.424,6801.64,125,0.02017,2.609,6198,0.9979
2791,3777.5,5428.75,36,0.01963,1.718,1834,0.9569
2792,1934.21232876712,7258.02054794521,146,0.02277,1.279,6411,0.9746
2793,2235.40659340659,7053.95604395604,91,0.01706,1.313,5333,0.9999
2794,4776.01960784314,4496.21568627451,51,0.02051,4.396,2486,0.996
2795,2511.11428571429,6763.68571428571,35,0.01453,1.686,2408,0.9786
2796,4399.515,4847.825,200,0.02837,2.293,7050,0.9965
2797,4092.17021276596,5115.26595744681,94,0.02131,2.585,4412,0.9588
2798,2354.58333333333,6871.52777777778,36,0.01398,4.318,2576,0.9576
2799,4661.3963963964,4637.2972972973,111,0.01326,3.156,8369,1
2800,2155.92640692641,7229.80952380952,231,0.02685,1.236,8604,0.9925
2801,2028.06077348066,7253,181,0.02792,1.02,6482,0.9901
2802,1835.32978723404,7483.08510638298,94,0.01377,1.233,6827,0.9186
2803,3491.49193548387,5797.79838709678,248,0.02795,1.468,8874,0.9983
2804,3237.70320855615,6071.65240641711,374,0.03907,1.465,9572,0.9943
2805,962.059782608696,8303.44565217391,184,0.01431,1.734,12860,0.8461
2806,4342.37448559671,4992.89300411523,243,0.02416,3.626,10060,0.9722
2807,1576.40277777778,7723.375,72,0.02004,1.842,3592,0.9468
2808,2836.29315960912,6435.84364820847,307,0.03895,1.385,7882,0.9999
2809,2661.29292929293,6598.52525252525,99,0.01722,1.217,5749,0.9228
2810,1822.20833333333,7419.04166666667,24,0.01899,4.954,1264,0.841
2811,2318.71212121212,6935.07575757576,66,0.01097,1.081,6018,0.955
2812,4706.48780487805,4599.29268292683,41,0.01328,2.336,3088,0.9534
2813,1765.76,7520.76,75,0.01851,1.449,4051,0.9174
2814,2714.78787878788,6647.87878787879,66,0.01518,2.222,4348,0.9998
2815,4327.9918699187,4897.11382113821,123,0.01429,2.134,8610,0.9863
2816,5084.05896805897,4185.87223587224,407,0.03306,1.411,12310,1
2817,3262.59558823529,5987.52941176471,408,0.03339,1.938,12220,0.996
2818,2863.5223880597,6482.19402985075,67,0.01734,2.72,3865,0.9899
2819,3838.49523809524,5385.18095238095,105,0.01298,2.187,8091,0.9198
2820,3745.35964912281,5577.96052631579,228,0.0229,2.249,9958,0.9662
2821,2234.3984063745,7065.96812749004,251,0.02307,1.393,10880,0.9955
2822,789.954545454546,8486.04545454545,22,0.02167,2.853,1015,0.7363
2823,3885.25301204819,5472.42168674699,83,0.01821,2.269,4558,0.9754
2824,3067.359375,6390.296875,64,0.01977,4.337,3237,0.9913
2825,840.827586206897,8381.24137931034,29,0.01335,6.933,2172,0.5783
2826,1756.68131868132,7597.10989010989,91,0.01763,1.774,5162,0.9802
2827,2147.27678571429,7079.41964285714,112,0.0164,1.307,6828,0.993
2828,5681.23411371238,3583.52508361204,299,0.04404,1.305,6790,0.9999
2829,5554.46218487395,3743.29831932773,238,0.024,1.218,9917,0.9698
2830,4868.60952380952,4432.47619047619,105,0.01972,2.861,5324,0.9674
2831,5066.83636363636,4267.16363636364,55,0.02243,3.317,2452,0.9998
2832,4423.97481108312,4890.87405541562,397,0.02648,1.333,14990,1
2833,3890.82945736434,5415.45736434109,129,0.01707,2.075,7556,0.9931
2834,4624.112,4708.22,500,0.04417,1.77,11320,1
2835,2111.16315789474,7149.75263157895,190,0.02056,1.805,9242,0.9926
2836,3863.20930232558,5420.69767441861,43,0.02322,3.102,1852,1
2837,4215.74719101124,5077.29775280899,178,0.01892,1.637,9408,0.9959
2838,5619.90272373541,3670.17509727626,257,0.02386,1.696,10770,0.9862
2839,5517.44339622642,3681.30188679245,106,0.0204,2.226,5196,0.9713
2840,2939.73417721519,6430.49367088608,79,0.02117,1.736,3732,0.9992
2841,2435.33333333333,6905.47457627119,177,0.02187,2.177,8092,0.9839
2842,2602.08474576271,6724.71186440678,118,0.01319,1.248,8943,0.9256
2843,1646.78481012658,7657.41772151899,158,0.02762,1.312,5720,0.994
2844,5192.53462603878,4074.7783933518,361,0.03525,1.541,10240,0.9786
2845,4166.66371681416,5111.29203539823,113,0.01731,1.682,6527,0.9866
2846,1911.85714285714,7382.79166666667,168,0.02637,2.291,6372,0.9772
2847,1072.05,8296.3,20,0.006831,4.255,2928,0.5857
2848,2770.11416490486,6489.45454545455,473,0.03319,1.486,14250,0.9995
2849,2334.33333333333,7049.21212121212,66,0.01084,1.903,6091,0.9658
2850,2635.04166666667,6740.01388888889,72,0.01447,3.046,4975,0.9817
2851,2376,6977.04504504505,111,0.01529,2.207,7258,0.9361
2852,3474.28928571429,5853.43571428571,280,0.02079,1.285,13470,0.9866
2853,1600.27272727273,7680.18181818182,11,0.01026,1.797,1072,0.7986
2854,2654.41176470588,6672.05882352941,136,0.02893,1.451,4701,0.9937
2855,3177.06790123457,6251.41975308642,162,0.01956,1.307,8283,0.9999
2856,1684.89915966387,7585.78991596639,119,0.01922,2.191,6191,0.9638
2857,3176.05835543767,6142.02652519894,377,0.02925,1.514,12890,0.9959
2858,4261.08181818182,5069.11818181818,110,0.0183,2.786,6010,0.9872
2859,778.651162790698,8535.88372093023,43,0.008408,1.658,5114,0.9168
2860,4232.42253521127,5145.15492957747,71,0.02627,1.294,2703,1
2861,3350.015625,5951.61328125,256,0.02776,1.328,9223,1
2862,3804.92934782609,5513.9402173913,184,0.02241,4.379,8212,0.989
2863,4540.25352112676,4750.88732394366,213,0.04819,3.995,4420,1
2864,4744.125,4592.875,24,0.0116,2.687,2069,0.8705
2865,946.275,8409.6125,80,0.009515,1.391,8408,0.7055
2866,4876.70786516854,4506.19662921348,178,0.01752,2.358,10160,0.987
2867,4990.20689655172,4350.08374384236,203,0.03382,1.349,6002,0.9954
2868,2978.2485380117,6331.15497076023,342,0.03509,1.725,9747,1
2869,1867.55555555556,7451.52777777778,36,0.01289,3.348,2792,0.9423
2870,3320.97763578275,6115.85303514377,313,0.03324,1.791,9416,0.9923
2871,1677.64285714286,7692.76785714286,56,0.01302,1.477,4302,0.9452
2872,2037.11194029851,7494.62686567164,134,0.02057,1.717,6515,0.9844
2873,4152.27433628319,5182.65486725664,113,0.02183,1.854,5176,0.9589
2874,5188.13125,4175.45625,320,0.02893,1.823,11060,0.9927
2875,4217.53804347826,5180.73369565217,184,0.03227,1.805,5702,0.9984
2876,1855.94285714286,7530.8,70,0.02072,1.758,3378,0.9955
2877,4286,5141.81818181818,33,0.02946,2.574,1120,0.9999
2878,4152.62666666667,5232.01333333333,75,0.02296,1.584,3266,0.9902
2879,741.2,8616.3,10,0.01857,4.693,538.5,0.7345
2880,3574.03649635037,5825.40875912409,274,0.02491,1.345,11000,0.9999
2881,3399.18,5915.29,100,0.01413,1.348,7075,0.9999
2882,4044.09459459459,5270.7027027027,74,0.0163,2.006,4540,0.9625
2883,4746.65447154472,4701.80487804878,246,0.02259,1.101,10890,1
2884,3259.84516129032,6179.16774193548,155,0.01914,1.503,8098,0.9956
2885,5134.84328358209,4262.61940298508,134,0.0158,1.379,8480,0.9843
2886,4063.80575539568,5300.12230215827,139,0.02195,2.262,6334,0.991
2887,3822.671875,5594.484375,256,0.0251,1.897,10200,0.9814
2888,5690.82524271845,3715.41747572816,103,0.01696,2.475,6074,0.9903
2889,5511.17763157895,3827.06578947368,152,0.0271,1.929,5609,0.9819
2890,1281.52173913043,8156.78260869565,23,0.01461,2.028,1574,0.6076
2891,4026.42857142857,5340.80952380952,21,0.0197,8.907,1066,0.9889
2892,2421.47222222222,7031.52777777778,36,0.01079,1.532,3335,0.9274
2893,4066.66666666667,5391.14942528736,87,0.01605,1.538,5421,1
2894,5576.47305389222,3827.32335329341,167,0.02452,1.999,6812,0.9786
2895,2512.96296296296,6875.58024691358,81,0.01636,1.236,4952,0.9966
2896,2047.34117647059,7378.6,85,0.01962,4.659,4333,0.9751
2897,2099.31428571429,7307.42857142857,70,0.01596,1.754,4387,0.9257
2898,4015.3097826087,5349.17934782609,184,0.02032,1.63,9057,0.9852
2899,2138.484375,7348.578125,64,0.01221,2.656,5241,0.8058
2900,2549.46835443038,6833.51898734177,79,0.01686,2.221,4685,0.9862
2901,3369.31470588235,6044.25882352941,340,0.03022,2.009,11250,0.9936
2902,5695.7972027972,3651.89510489511,143,0.03433,1.33,4166,0.9991
2903,4355.9872611465,5144.82165605096,157,0.02227,1.788,7051,0.9978
2904,4275.75949367089,5192.92405063291,79,0.02903,2.633,2721,1
2905,2607.62068965517,6787.26896551724,145,0.02139,1.187,6780,0.9995
2906,3964.74545454545,5456.92727272727,55,0.02074,1.555,2652,0.9885
2907,5677.43093922652,3745.2044198895,181,0.02064,1.75,8768,0.9881
2908,4466.79292035398,4943.86371681416,565,0.03021,2.758,18700,0.9991
2909,3205.64670658683,6230.80838323353,167,0.0174,1.85,9598,0.9854
2910,3722.3850931677,5765.65838509317,322,0.03262,2.842,9872,0.9966
2911,1609.83333333333,7771,24,0.01059,2.942,2266,0.8303
2912,2798.00609756098,6601.91463414634,492,0.03222,1.704,15270,0.9996
2913,1556.31884057971,7860.60869565217,69,0.01242,2.646,5556,0.6977
2914,3525.6568627451,5985.10784313726,102,0.01718,1.223,5938,0.9991
2915,943.888888888889,8498.40740740741,27,0.00864,1.964,3125,0.3895
2916,4950.85384615385,4437.5,130,0.03342,1.882,3890,0.9953
2917,4718.42895442359,4700.97319034853,373,0.02828,1.865,13190,0.9911
2918,5058.58333333333,4333.26388888889,72,0.01529,1.732,4708,0.9861
2919,1483.37735849057,7968.09433962264,53,0.00872,1.475,6078,0.5994
2920,3424.37356321839,5990.2183908046,174,0.02161,1.542,8050,0.9928
2921,2737.67368421053,6676.51578947368,95,0.01645,1.777,5774,0.9883
2922,1656.53409090909,7743.60227272727,88,0.01392,1.211,6320,0.9597
2923,4831.03414634146,4559.36585365854,205,0.0248,1.462,8266,0.996
2924,3543.23668639053,5930.57692307692,338,0.02473,1.337,13670,0.9978
2925,1816.74468085106,7593.78723404255,47,0.01638,4.296,2869,0.9548
2926,4862.5206185567,4653.98281786942,1164,0.04373,1.206,26620,1
2927,4522.50709939148,4987.78498985801,493,0.02565,3.276,19220,1
2928,1594.08108108108,7856.10810810811,37,0.01086,1.356,3408,0.8315
2929,3680.44901960784,5843.0862745098,510,0.02574,1.508,19810,0.9512
2930,3945.57692307692,5551.90384615385,52,0.009964,1.67,5219,0.98
2931,3587.2602739726,5864.6301369863,73,0.01774,2.522,4116,0.9656
2932,4960.63636363636,4502.90909090909,11,0.02526,4.173,435.5,0.9805
2933,5692.25316455696,3800.13924050633,79,0.02117,3.272,3732,0.9833
2934,1659.01785714286,7841.60714285714,56,0.01304,1.978,4295,0.869
2935,4108.0945945946,5295.60810810811,74,0.01875,1.539,3946,0.9641
2936,1691.79411764706,7780.26470588235,34,0.01561,1.476,2178,0.9107
2937,2727.34020618557,6732.29896907217,97,0.01448,2.131,6697,0.9788
2938,1732.675,7742.875,40,0.01341,1.868,2982,0.9511
2939,5011.27683615819,4455.41242937853,177,0.02747,1.326,6444,1
2940,5052.87128712871,4397.9702970297,101,0.01634,1.36,6181,0.9774
2941,4061.54545454545,5343.18181818182,22,0.01346,2.174,1635,0.9872
2942,5272.77477477477,4206.45945945946,111,0.01948,3.541,5697,0.937
2943,3254.02142857143,6277.46428571429,140,0.02279,1.46,6142,0.9977
2944,1891.05164319249,7575.84976525822,213,0.01843,1.069,11560,0.9671
2945,4153.73469387755,5326.41836734694,98,0.01934,2.398,5066,0.9999
2946,2412.77142857143,7170.51428571429,35,0.007816,1.417,4478,0.6268
2947,1985.08,7568.304,125,0.02073,1.297,6029,0.9867
2948,2178.74545454545,7301.10909090909,55,0.01398,2.17,3934,0.896
2949,3173.01666666667,6318.9,240,0.03449,1.361,6958,0.9991
2950,2504.63043478261,6986.69565217391,92,0.01473,2.255,6246,0.9871
2951,1715.02127659574,7662.29787234043,47,0.01238,2.449,3797,0.9572
2952,4233.83505154639,5242.32989690722,97,0.01717,1.994,5648,0.9915
2953,5037.37623762376,4409.9702970297,101,0.01773,1.934,5695,0.9983
2954,2815.20879120879,6524.45054945055,91,0.01724,1.778,5278,0.9999
2955,3491.51578947368,6051.77368421053,380,0.03408,1.545,11150,0.997
2956,5169.51844262295,4260.86475409836,488,0.02281,1.336,21390,1
2957,4198.10576923077,5296.91346153846,104,0.02068,2.391,5030,0.9999
2958,5281.09788359788,4132.90211640212,378,0.02537,1.576,14900,0.9966
2959,1923.05263157895,7486.52631578947,38,0.01046,2.531,3634,0.9433
2960,3641.61742424242,5935.86363636364,264,0.03104,2.532,8506,0.9957
2961,4059.43076923077,5416.26923076923,130,0.02568,1.484,5062,0.9948
2962,1566.28,7975.30666666667,75,0.01284,3.606,5839,0.8435
2963,4995.29192546584,4539.91304347826,161,0.01804,1.097,8926,0.9758
2964,1747.65432098765,7845.0987654321,81,0.01231,2.638,6580,0.9204
2965,2662.01666666667,6824.73333333333,60,0.01487,1.435,4036,0.9796
2966,1805.1732776618,7690.19415448852,479,0.02894,1.429,16550,0.9959
2967,2962.35051546392,6546.06701030928,388,0.03573,3.25,10860,0.9966
2968,1885.75138121547,7679.72375690608,181,0.0178,1.531,10170,0.9993
2969,2429.05,7089.85,40,0.01233,1.197,3243,0.7811
2970,4312.69767441861,5177.39534883721,86,0.01623,2.532,5298,0.9312
2971,4793.80373831776,4732.05607476636,107,0.02575,2.976,4156,0.962
2972,1429.08,8131.56,25,0.01071,2.999,2335,0.4654
2973,4296.45,5288.73333333333,60,0.01978,1.427,3034,0.9992
2974,4126.85034013605,5361.65986394558,147,0.02642,1.801,5565,0.9883
2975,3961.09433962264,5610.7641509434,106,0.02001,3.585,5298,0.9974
2976,3996.36742424242,5554.23863636364,264,0.02712,1.9,9735,0.9959
2977,3094.41103202847,6542.18505338078,562,0.03177,1.884,17690,0.9956
2978,3894.33179723502,5600.71428571429,217,0.03083,2.819,7038,1
2979,4289.46428571429,5278.21428571429,28,0.0161,4.016,1739,0.9663
2980,1040.10638297872,8573.76595744681,47,0.005045,1.667,9316,0.531
2981,1644.02666666667,7881.04,75,0.01126,1.421,6660,0.8408
2982,4129.03902439024,5449.39512195122,205,0.03126,1.241,6557,0.9992
2983,4952.4756097561,4642.14634146341,82,0.01949,1.477,4208,1
2984,4542.12280701754,5110.64912280702,57,0.01945,3.646,2930,0.9918
2985,5157.54261363636,4381.23579545455,352,0.03053,1.133,11530,0.9984
2986,1959.14754098361,7638.81147540984,122,0.02174,1.886,5612,0.9836
2987,4239.65384615385,5393.92307692308,26,0.01952,4.84,1332,0.9997
2988,4568.56825396825,4937.92698412698,315,0.02887,1.407,10910,0.9999
2989,4937.97208121827,4570.59898477157,394,0.03669,2.805,10740,0.9998
2990,2022.59459459459,7470.85135135135,74,0.01421,1.565,5208,0.9323
2991,2671.80582524272,6854.49029126214,206,0.02095,1.544,9833,0.9977
2992,2881.36787564767,6635.81865284974,193,0.02684,3.004,7190,0.9998
2993,4305.9797979798,5231.36363636364,99,0.02325,1.662,4258,0.9996
2994,5237.28099173554,4349.61570247934,242,0.02727,3.011,8874,0.9998
2995,4978.8,4666.23157894737,190,0.02415,1.289,7868,1
2996,3968.60493827161,5638.40740740741,81,0.02495,3.854,3246,0.9978
2997,2981.09016393443,6623.62295081967,366,0.02576,1.452,14210,0.9975
2998,2579.79746835443,7076.0253164557,79,0.01291,3.26,6118,0.9129
2999,2491.14634146341,7120.48780487805,41,0.009566,2.48,4286,0.8046
3000,2908.35862068966,6577.53103448276,145,0.01786,1.909,8118,0.99
3001,3237.71929824561,6295.91228070176,57,0.02017,1.813,2826,1
3002,5210.12280701754,4397.16666666667,114,0.01352,1.542,8431,0.9887
3003,5050.82564102564,4519.28717948718,195,0.02126,1.239,9171,0.9999
3004,2565.14042553192,6980.69787234043,235,0.02341,2.137,10040,0.9892
3005,4173.75,5422.46052631579,76,0.02391,2.824,3178,1
3006,4336.22123893805,5301.6814159292,113,0.02407,3.108,4694,1
3007,4212.92827004219,5376.00421940928,237,0.02551,1.707,9292,0.9943
3008,4363.69411764706,5237.28235294118,85,0.01667,1.219,5100,0.9956
3009,1607.2972972973,8039.91891891892,37,0.01199,1.789,3085,0.79
3010,5117.62427745665,4480.54335260116,346,0.03618,2.151,9562,1
3011,4508.0671641791,5039.87313432836,134,0.01913,1.571,7003,0.9973
3012,2772.31428571429,6874.08571428571,35,0.008522,2.618,4107,0.9989
3013,4687.49056603774,4964.74528301887,106,0.03792,4.238,2795,1
3014,5204.7436440678,4475.19915254237,472,0.0352,1.425,13410,1
3015,4379.40350877193,5203.36842105263,57,0.01315,1.379,4334,0.9202
3016,2869.57435897436,6694.2717948718,390,0.02982,2.431,13080,0.9982
3017,3150.404,6391.536,250,0.03067,1.985,8150,0.9978
3018,4626.79286926995,4986.09847198642,589,0.03287,2.746,17920,0.9997
3019,4964.83157894737,4741.96842105263,95,0.03291,1.703,2887,0.9999
3020,3641.3417721519,6018.86835443038,395,0.02461,2.691,16050,0.9982
3021,5302.73287671233,4282.74200913242,438,0.027,2.157,16220,0.9959
3022,2090.44,7485.09333333333,75,0.01416,2.274,5297,0.9732
3023,2038.52195121951,7632.13170731707,205,0.03205,1.632,6397,0.9984
3024,4023.98979591837,5604.17346938776,98,0.02319,4.975,4226,0.9915
3025,2145.73404255319,7471.6914893617,94,0.02249,1.996,4180,0.9595
3026,1357.07407407407,8625.51851851852,27,0.008338,2.893,3238,0.5273
3027,4290.43511450382,5377.28244274809,131,0.03228,1.823,4058,0.9999
3028,4296.11875,5448.74375,160,0.02207,1.58,7250,0.9996
3029,2645.875,6886.75,32,0.01018,1.733,3143,0.9177
3030,1981.29496402878,7656.02158273381,139,0.01707,2.606,8144,1
3031,4445.88715953307,5160.10116731518,257,0.02525,1.248,10180,0.979
3032,4115.12549800797,5622.49601593626,502,0.04543,2.208,11050,0.9978
3033,3739.05714285714,6097.62142857143,140,0.03311,2.068,4228,0.9969
3034,5335.98490566038,4363.72075471698,265,0.01844,2.075,14370,0.9972
3035,3350.48275862069,6298.25517241379,145,0.0298,2.067,4866,0.9999
3036,4341.91891891892,5353.40540540541,37,0.0232,1.981,1595,1
3037,2889.69822485207,6777.31360946746,169,0.02205,1.475,7665,0.9988
3038,5393.19111111111,4232.33333333333,225,0.02091,1.369,10760,0.9591
3039,2677.59677419355,7050.33870967742,124,0.01761,1.532,7042,0.9776
3040,4178.37096774194,5457.35483870968,62,0.01732,1.507,3579,0.9683
3041,3551.77272727273,6111.61363636364,176,0.02058,1.203,8550,0.9861
3042,3203.40314136126,6467.49389179756,573,0.03347,1.716,17120,0.9983
3043,3748.25213675214,5941.16239316239,234,0.03355,3.462,6975,0.9907
3044,4375.3829787234,5326.1914893617,47,0.01642,2.355,2863,0.9851
3045,3708.48936170213,5975.32978723404,94,0.01623,1.97,5791,0.945
3046,2133.8976744186,7559.56744186047,215,0.02801,2.483,7676,0.9999
3047,1766.28205128205,7926.94871794872,39,0.01962,2.224,1988,0.9214
3048,943.565217391304,8689.13043478261,23,0.009779,5.726,2352,0.4613
3049,3880.96685082873,5817.34806629834,362,0.03097,4.319,11690,0.988
3050,4587.11267605634,5183.97887323944,142,0.02157,2.575,6582,0.9984
3051,5023.49367088608,4645.05379746836,316,0.0276,2.688,11450,1
3052,2851.67289719626,6879.63551401869,107,0.0161,1.961,6644,0.9997
3053,3627.86346863469,6078.86346863469,271,0.0294,2.303,9218,0.9961
3054,3811.11746031746,5854.15238095238,315,0.02427,1.751,12980,0.9868
3055,3311.1,6366.05,160,0.01757,2.452,9106,0.9999
3056,3524.88983050847,6207.55084745763,236,0.02206,1.272,10700,1
3057,4442.76595744681,5285.64893617021,94,0.02284,2.298,4115,0.9958
3058,1821.27184466019,7906.08737864078,103,0.01557,2.558,6616,0.9348
3059,4612.76153846154,5115.10769230769,130,0.02047,1.827,6352,0.99
3060,3024.33333333333,6704,105,0.01701,1.897,6174,1
3061,3190.36575875486,6591.59143968872,257,0.02156,1.918,11920,0.9999
3062,5026.36090225564,4731.32330827068,133,0.02971,1.595,4476,1
3063,2202.88,7527.8,25,0.01594,4.289,1568,0.9008
3064,1622.875,8082.69444444444,144,0.01331,1.824,10820,0.9684
3065,2175.68055555556,7536.375,72,0.01802,1.967,3995,0.9932
3066,1554.9375,8105.125,16,0.01294,5.256,1236,0.678
3067,5307.90344827586,4424.79310344828,145,0.01965,1.611,7378,0.9941
3068,2861.14858490566,6963.79716981132,424,0.02627,1.72,16140,0.9945
3069,1975.71830985916,7734.95305164319,426,0.03455,1.55,12330,0.9966
3070,2026.96,7833.69714285714,175,0.01515,1.196,11550,0.9298
3071,4501.04918032787,5204.24590163934,61,0.02775,3.495,2198,0.9814
3072,2722.40495867769,7004.78512396694,121,0.01505,1.224,8038,0.9573
3073,4379.94444444444,5333.94444444444,18,0.02264,2.235,795,1
3074,2220.07272727273,7592.29090909091,165,0.02325,1.992,7096,0.9921
3075,2114.05418719212,7634.72906403941,203,0.02462,3.422,8246,1
3076,4366.91803278689,5409.58196721312,122,0.02456,1.733,4967,0.9977
3077,4713.09026548673,5019.0389380531,565,0.03558,1.718,15880,0.9987
3078,4196.97777777778,5613.1037037037,135,0.02194,1.885,6152,0.9945
3079,3112.45886075949,6689.36392405063,316,0.02584,2.552,12230,0.9874
3080,4961.49677419355,4723.30322580645,155,0.0337,3.073,4600,0.9999
3081,1036.18181818182,8731.36363636364,11,0.0123,3.646,894,0.4659
3082,3968.90088495575,5795.58053097345,565,0.03973,1.214,14220,0.9998
3083,4063.27941176471,5506.64705882353,68,0.01125,1.713,6042,0.9303
3084,3443.37162162162,6276.10585585586,444,0.03316,1.231,13390,0.9956
3085,2913.82846715328,6869.67153284672,274,0.02431,1.683,11270,0.998
3086,3263.18279569892,6528.82258064516,186,0.02697,1.5,6896,0.9967
3087,1710.45051194539,8132.32081911263,293,0.0161,1.483,18200,0.986
3088,5118.44864864865,4570.74054054054,370,0.02855,3.365,12960,0.9874
3089,2983.61395348837,6720.66976744186,215,0.02156,1.551,9972,0.9935
3090,2058.00662251656,7797.54304635762,151,0.01897,1.888,7960,0.9949
3091,5092.93087557604,4699.15898617512,434,0.0314,1.968,13820,0.9991
3092,2292.01754385965,7493.77192982456,57,0.01073,1.999,5312,0.8732
3093,4484.8125,5228.5625,48,0.01899,1.977,2528,0.9657
3094,1851.23076923077,7946.07692307692,13,0.02142,12.92,607,0.6538
3095,2246.78205128205,7475.28205128205,78,0.01277,2.479,6107,0.8873
3096,2696.5037593985,7136.56390977444,133,0.01946,1.747,6835,0.9233
3097,2480.32,7258.28,25,0.01229,1.925,2034,0.5617
3098,4356.29850746269,5481.79104477612,67,0.02484,2.035,2697,1
3099,1616.73796791444,8178.24598930481,374,0.02886,1.62,12960,0.9868
3100,3274.61904761905,6622.55411255411,231,0.0292,1.791,7912,0.9952
3101,1732.44444444444,7998.61111111111,18,0.01032,17.41,1744,0.6822
3102,5222.76543209877,4613.58641975309,162,0.02725,5.315,5946,0.9999
3103,3405.32352941177,6357.41176470588,68,0.01325,1.443,5131,0.9632
3104,2626.85561497326,7162.7807486631,187,0.01819,1.037,10280,0.9721
3105,2088.84716157205,7710.62008733625,229,0.02748,1.627,8334,0.9991
3106,3322.99342105263,6440.8552631579,304,0.02211,1.422,13750,0.9958
3107,1270.86956521739,8670.26086956522,23,0.005823,2.395,3950,0.6215
3108,4430.33908045977,5348.22413793103,174,0.02732,2.727,6370,0.9848
3109,4605.83333333333,5223.41666666667,12,0.01258,2.247,954,0.654
3110,3330.96587926509,6512.6062992126,381,0.02256,2.535,16890,0.9969
3111,3171.64285714286,6613.17857142857,56,0.02115,1.504,2648,0.9875
3112,4054.75097276265,5806.23346303502,257,0.03113,2.198,8255,0.9954
3113,3220.58333333333,6664.58333333333,108,0.02915,2.392,3705,0.999
3114,2198.08571428571,7712.31428571429,175,0.02246,3.042,7790,1
3115,2761.23943661972,7084.28169014085,71,0.01343,2.662,5285,0.9621
3116,4298.79381443299,5447.48453608247,97,0.01429,2.101,6788,0.9927
3117,5173.4347826087,4636.17391304348,46,0.01662,1.751,2768,1
3118,2825.94285714286,6927.45714285714,35,0.008906,2.989,3930,0.9437
3119,1143.62962962963,8707.96296296296,27,0.01661,2.352,1626,0.7051
3120,3581.62727272727,6251.67727272727,220,0.02525,1.204,8712,0.9923
3121,5205.78220858896,4700.46932515337,326,0.03244,1.405,10050,0.99
3122,1931.55882352941,8084.11764705882,34,0.01122,3.255,3030,0.8846
3123,2512.32258064516,7367,31,0.008419,1.564,3682,0.6539
3124,2627.33333333333,7258.54545454546,33,0.01311,3.418,2517,0.8698
3125,4349.8,5398.2,100,0.01612,1.141,6205,0.9703
3126,1821.78632478632,8117.11965811966,117,0.01941,1.592,6028,0.9767
3127,4563.35483870968,5269.08870967742,124,0.026,1.382,4770,0.9916
3128,1821.4262295082,8009.69672131148,122,0.01489,1.692,8196,0.9433
3129,4366.85365853659,5530.5243902439,82,0.02929,2.569,2800,0.9998
3130,3044.97235023041,6859.35637480799,651,0.03989,1.577,16320,1
3131,2151.72368421053,7726.84868421053,152,0.02442,1.386,6225,1
3132,2363.11111111111,7511.91666666667,72,0.01306,1.675,5512,0.9593
3133,3677.00557103064,6177.04178272981,718,0.02669,1.61,26900,0.9793
3134,2574.24561403509,7340.17543859649,57,0.007659,1.927,7442,0.6604
3135,3383.54545454545,6379.39393939394,132,0.01868,1.836,7066,0.9942
3136,2306.14782608696,7578.72173913044,230,0.02512,2.662,9156,0.9961
3137,4588.38888888889,5287.83333333333,72,0.01195,1.211,6024,0.9039
3138,4000.38028169014,5903.88732394366,71,0.03717,7.225,1910,1
3139,4058.11811023622,5918.84251968504,127,0.02032,1.582,6250,0.9999
3140,4205.5761589404,5575.60264900662,302,0.02249,2.989,13430,0.9977
3141,4792.89413118527,5072.20483314154,869,0.04682,1.647,18560,0.9989
3142,4876.6015625,5091.0703125,256,0.02838,1.76,9022,1
3143,3446.26666666667,6518.76666666667,30,0.01392,1.604,2155,0.9992
3144,3640.46774193548,6317.1935483871,124,0.01112,1.251,11150,0.9261
3145,5265.4347826087,4669.17391304348,46,0.02815,2.62,1634,0.9943
3146,2430.15384615385,7507.32307692308,65,0.01192,2.739,5451,0.8446
3147,4419.31428571429,5476.88571428571,35,0.01166,1.581,3001,0.9423
3148,5123.82894736842,4674.17105263158,152,0.01422,2.684,10690,0.9987
3149,1707.53293413174,8280.82934131737,334,0.01896,1.524,17620,0.9289
3150,3119.07917888563,6887.45454545455,341,0.03217,1.511,10600,1
3151,4767.62037037037,5152.56481481482,216,0.02486,2.458,8689,0.996
3152,4690.06493506494,5232.77922077922,77,0.01893,1.797,4068,0.9938
3153,3981.07831325301,5960.32530120482,166,0.01692,1.511,9810,0.9224
3154,2696.06557377049,7292.7868852459,61,0.01739,4.035,3507,0.9983
3155,2951.70046082949,6948.88479262673,217,0.01946,2.042,11150,0.9975
3156,2870.46153846154,7053.46153846154,13,0.02217,7.701,586.5,0.7955
3157,2234.62983425414,7781.03314917127,181,0.03487,1.85,5191,1
3158,4248.45357686454,5648.46270928463,657,0.04686,3.597,14020,0.9991
3159,2757.61240310078,7191.81395348837,258,0.02997,1.394,8610,0.9999
3160,1901.03157894737,8153.45614035088,285,0.03048,2.423,9349,0.9903
