cell_index,x,y,n_transcripts,density,elongation,area,avg_confidence
1598,4308.44117647059,2493.61764705882,34,0.01904,2.245,1786,0.9714
1599,5460.28571428572,1378,28,0.009685,4.066,2891,0.8052
1600,3137.87295081967,3622.91803278689,244,0.01634,3.059,14930,0.9953
1601,2767.74516129032,4101.8064516129,310,0.03198,2.367,9695,0.9949
1602,3559.33333333333,3265.60606060606,33,0.01675,1.738,1970,0.6509
1603,5379.37078651685,1480.20224719101,89,0.02434,2.06,3657,0.9781
1604,4981.83969465649,1837.90839694656,131,0.01687,1.457,7765,0.9629
1605,2254.40298507463,4576.5671641791,67,0.01141,2.177,5872,0.7905
1606,3091.06990881459,3685.96352583587,329,0.03197,2.361,10290,0.9996
1607,5253.57471264368,1520.93103448276,87,0.01336,1.708,6510,0.8609
1608,1414.81428571429,5468.31428571429,70,0.01083,1.789,6463,0.8961
1609,940.089947089947,5947.7037037037,378,0.03351,1.284,11280,0.9944
1610,1563.93525179856,5351.74820143885,139,0.01475,1.534,9422,0.9126
1611,1047.21621621622,5822.0990990991,111,0.01635,3.565,6790,0.8712
1612,3014.27102803738,3905.18691588785,107,0.02331,1.884,4590,0.9814
1613,3193.42706502636,3631.85588752197,569,0.02921,1.487,19480,0.9997
1614,2461.34782608696,4420.70434782609,345,0.02648,1.083,13030,0.9803
1615,1190.25,5676.47058823529,68,0.01619,1.136,4199,0.9885
1616,1805.07692307692,5092.96153846154,26,0.01728,8.609,1505,0.3879
1617,5651.90693430657,1182.20437956204,548,0.04529,2.708,12100,0.9977
1618,3771.88782051282,3052.42628205128,312,0.02516,1.625,12400,0.9999
1619,1668.79310344828,5224.06896551724,58,0.01272,1.555,4561,0.9028
1620,3109.89230769231,3747.24615384615,65,0.02833,6.222,2294,0.9772
1621,5357.40909090909,1556.27272727273,66,0.01426,2.161,4628,0.9945
1622,5062.63764044944,1886.87921348315,356,0.02614,1.606,13620,0.9974
1623,2876.75396825397,4029.60317460317,126,0.02484,4.13,5072,0.9894
1624,4022.27872340426,2887.06808510638,470,0.03487,1.687,13480,0.9977
1625,4193.84615384615,2704.13846153846,65,0.01654,1.755,3931,0.9708
1626,3917.9593495935,3002.77235772358,123,0.0172,1.551,7152,0.9948
1627,3108.64090909091,3809.95454545455,220,0.03014,1.81,7299,0.9962
1628,4472.34444444445,2277.08888888889,180,0.02752,1.796,6540,0.9715
1629,4307.07954545455,2644.57954545455,88,0.01615,1.533,5450,0.994
1630,3639.36413043478,3151.35869565217,184,0.01726,2.351,10660,0.9994
1631,2158.40517241379,4692.87068965517,116,0.01788,3.161,6488,0.9063
1632,1290.43103448276,5555.03448275862,58,0.01243,2.218,4668,0.9179
1633,5359.39285714286,1438.07142857143,28,0.01274,2.455,2197,0.9186
1634,4577.24503311258,2339.22737306843,453,0.03004,2.349,15080,0.9979
1635,4672.12840466926,2221.08171206226,257,0.02466,2.132,10420,0.9843
1636,4069.11764705882,2789.04411764706,68,0.01119,2.697,6078,0.8647
1637,3622.15044247788,3242.2389380531,113,0.01523,1.695,7418,0.9847
1638,3815.95945945946,2929.53716216216,296,0.0204,1.444,14510,0.9999
1639,1397.66292134831,5558.15730337079,89,0.01184,2.981,7516,0.9042
1640,4378.60173160173,2512.53246753247,231,0.03013,1.652,7668,0.9943
1641,2912.40677966102,3991.74576271186,59,0.03674,7.457,1606,1
1642,3211.03937007874,3736.18110236221,127,0.02287,1.71,5552,0.9593
1643,5195.73469387755,1682.04081632653,49,0.01738,1.077,2820,0.9661
1644,1294.25609756098,5620.12195121951,82,0.01365,1.781,6006,0.9641
1645,2883.30177514793,3949.94082840237,169,0.02353,1.174,7182,1
1646,5009.55357142857,1857.89285714286,56,0.008798,2.526,6365,0.9519
1647,4513.03225806452,2427.41935483871,62,0.01386,1.68,4473,0.9036
1648,5350.06451612903,1591.61290322581,62,0.02715,4.319,2284,0.9989
1649,3400.89473684211,3505.15789473684,19,0.007507,2.849,2531,0.605
1650,4219.60869565217,2766.23913043478,46,0.0163,1.363,2822,0.9326
1651,823.545454545455,6051.06818181818,44,0.02895,15.3,1520,0.9094
1652,2351.23333333333,4601.23333333333,120,0.01767,1.333,6790,0.9744
1653,1030.37421383648,5904.4465408805,318,0.03278,1.455,9701,0.9854
1654,5121.91891891892,1743.55855855856,111,0.02102,5.204,5280,0.964
1655,5199.05952380952,1742.5119047619,84,0.009556,1.597,8790,0.9548
1656,5628.175,1386.725,40,0.01473,2.634,2716,0.9964
1657,5457.13533834586,1498.93984962406,133,0.01811,1.337,7343,0.9781
1658,1273.81081081081,5704.75,148,0.01607,1.218,9207,0.9016
1659,892.266968325792,6028.41628959276,221,0.02654,1.17,8326,0.9772
1660,3054.69743589744,3856.60512820513,195,0.02643,1.615,7377,1
1661,3847.80158730159,3079.32804232804,378,0.02459,1.475,15370,0.9999
1662,5077.47098976109,1795.38225255973,293,0.02205,2.525,13290,0.9807
1663,2672.29442970822,4275.40583554377,377,0.03195,1.23,11800,0.9975
1664,2960.32352941177,3981.86666666667,510,0.04096,1.331,12450,0.9993
1665,2231.14798206278,4642.47085201794,223,0.02146,2.181,10390,0.9764
1666,3694.69154228856,3300.83582089552,201,0.01909,2.204,10530,0.9608
1667,5624.17391304348,1302.28260869565,46,0.01567,2.556,2936,0.9818
1668,3895.49206349206,3225.66666666667,126,0.02775,3.913,4540,0.9942
1669,5237.09090909091,1746.4,55,0.008378,4.939,6565,0.9131
1670,2423.47826086957,4537.04347826087,23,0.008785,4.275,2618,0.5923
1671,2116.34482758621,4808.51724137931,29,0.01118,3.225,2594,0.5836
1672,1266.26666666667,5635.86666666667,45,0.008786,1.669,5122,0.9281
1673,2081.16666666667,4875.7,30,0.01419,2.534,2114,0.8966
1674,2452.86029411765,4603.74264705882,136,0.01866,1.735,7290,0.9947
1675,4295.24285714286,2679.2,70,0.01709,2.899,4096,0.9923
1676,1172.35333333333,5759.13333333333,150,0.01847,2.048,8120,0.9546
1677,4610.31407942238,2249.89530685921,277,0.02132,2.539,12990,1
1678,3337.50613496933,3645.53987730061,326,0.02388,2.887,13650,1
1679,2377.3355704698,4688.25167785235,298,0.02194,2.289,13580,0.9718
1680,2724.06711409396,4171.34563758389,298,0.02589,2.451,11510,0.9873
1681,2237.5587628866,4746.29896907217,485,0.03111,1.538,15590,0.9969
1682,1660.31325301205,5301.65060240964,83,0.01265,1.213,6562,0.9308
1683,5195.22988505747,1833.16091954023,261,0.02469,1.394,10570,0.9883
1684,1522.72463768116,5450.15942028986,138,0.01407,1.537,9810,0.9119
1685,835.949152542373,6140.62711864407,118,0.02103,1.912,5610,0.9574
1686,4439.49230769231,2566.43076923077,130,0.01514,1.382,8588,0.9876
1687,2835.60740740741,4150.80740740741,135,0.02536,1.42,5324,0.9978
1688,4347.16216216216,2611.7027027027,37,0.01707,2.727,2167,0.9769
1689,1167.21505376344,5843.62365591398,93,0.01608,1.475,5784,0.9081
1690,4286.12,2731.08,25,0.01085,3.423,2304,0.6379
1691,5684.27184466019,1267.20582524272,515,0.05195,1.874,9914,0.9997
1692,3195.93333333333,3808.38,150,0.01801,2.575,8328,0.9999
1693,5552.76344086022,1443.08064516129,186,0.019,1.449,9788,0.9777
1694,5581.09183673469,1402.45918367347,98,0.01335,2.855,7341,0.9824
1695,2981.33984375,4059.046875,256,0.03372,1.841,7593,1
1696,4554.33333333333,2481.69444444444,36,0.01154,1.291,3120,0.9803
1697,2804.12,4226.69333333333,150,0.01982,1.715,7569,0.9906
1698,806.851063829787,6121.12765957447,47,0.03273,8.96,1436,0.9954
1699,1480.57333333333,5559.85333333333,150,0.0131,2.327,11450,0.8705
1700,3976.55597014925,2971.69029850746,268,0.02743,1.047,9769,0.985
1701,1041.52121212121,5973.30909090909,165,0.03297,1.451,5004,0.9864
1702,4367.29775280899,2667.19101123596,178,0.02057,1.709,8655,0.9989
1703,4352.77142857143,2721.57142857143,35,0.01752,4.014,1998,0.9143
1704,3320.74074074074,3755.59259259259,27,0.01307,2.075,2066,0.9987
1705,3126.30769230769,3885.58653846154,104,0.02479,1.614,4196,0.9999
1706,3067.62711864407,3987.29237288136,236,0.02819,1.403,8372,0.9988
1707,5410.54166666667,1557.47916666667,48,0.01028,1.897,4668,0.924
1708,4577.00666666667,2423.37333333333,150,0.02359,1.255,6358,0.9981
1709,969.765517241379,6043.37931034483,145,0.02348,2.676,6176,0.9729
1710,5339.16129032258,1662.5,62,0.022,1.218,2818,0.9324
1711,3752.81428571429,3256.81428571429,70,0.02437,1.513,2872,0.9926
1712,5642.68309859155,1357.60563380282,142,0.02289,1.304,6204,0.9997
1713,2650.61363636364,4378.04545454546,88,0.01515,1.461,5807,0.9985
1714,3122.04895104895,3909.62937062937,286,0.02115,1.811,13520,0.9999
1715,4090.11180124224,2995.02795031056,322,0.02657,2.126,12120,0.9867
1716,3817.60854700855,3164.3452991453,585,0.03279,1.452,17840,0.9932
1717,2608.62142857143,4326.67857142857,140,0.02307,1.574,6068,0.9726
1718,2204.19298245614,4851.07407407407,513,0.02615,1.664,19620,0.9833
1719,1111.20168067227,5974.79831932773,119,0.02198,3.4,5414,0.9815
1720,4434.14035087719,2674.75438596491,57,0.01276,4.219,4466,0.9143
1721,5405.61538461539,1604.61538461538,13,0.01816,1.614,716,0.7215
1722,5696.86075949367,1368.98734177215,79,0.0223,1.407,3542,0.9994
1723,5456.25609756098,1559.23170731707,164,0.01962,2.632,8358,0.994
1724,2712.5,4364.08333333333,36,0.02089,2.568,1723,0.9984
1725,5143.35655737705,1905.43032786885,244,0.02137,2.454,11420,0.9624
1726,1555.15384615385,5534.39743589744,78,0.01659,2.02,4703,0.9714
1727,2404.1975308642,4609.98765432099,81,0.01173,1.494,6903,0.92
1728,5632.86885245902,1449.70491803279,61,0.02133,4.088,2860,1
1729,3404.82352941177,3636.14705882353,34,0.01499,1.025,2268,0.848
1730,3360.41935483871,3725.11290322581,124,0.02588,2.38,4792,0.9574
1731,5300.55882352941,1731.70588235294,34,0.01441,2.689,2360,0.9864
1732,5549.58227848101,1567.17721518987,79,0.01851,2.107,4268,0.9848
1733,2113.72727272727,4962.40909090909,22,0.008527,2.03,2580,0.2766
1734,2891.06341463415,4184.23414634146,205,0.03194,1.323,6419,0.9999
1735,5374.93430656934,1754.90510948905,137,0.02017,1.477,6792,0.9908
1736,3037.97014925373,4038.02985074627,67,0.01338,2.571,5008,0.983
1737,4601.18888888889,2511.24444444444,90,0.016,1.341,5624,0.9158
1738,809.666666666667,6206.86666666667,75,0.03004,6.93,2497,0.9957
1739,1659.18461538462,5462.13846153846,65,0.01436,2.849,4526,0.9007
1740,880.040145985401,6204.40510948905,274,0.02925,2.236,9369,0.9865
1741,1655.96739130435,5383.30434782609,92,0.01399,1.181,6576,0.8832
1742,1064.39344262295,6049.49180327869,61,0.01651,6.257,3694,0.8334
1743,2709.23529411765,4332.56862745098,51,0.01234,1.567,4132,0.9843
1744,2333.14117647059,4875.1137254902,255,0.01914,1.581,13320,0.9876
1745,3212.90026954178,3836.79245283019,371,0.02808,1.789,13210,0.9979
1746,3561.72131147541,3550.81967213115,61,0.01623,5.086,3758,0.9091
1747,4480.25,2667.20833333333,24,0.03034,1.421,791,0.9967
1748,1462.61764705882,5670.05882352941,34,0.005116,1.696,6646,0.4146
1749,1183.2027027027,5933.35135135135,74,0.02477,2.058,2988,0.9817
1750,5694.29824561404,1421.21052631579,57,0.01781,1.614,3201,0.9999
1751,4165,2963.6,75,0.02028,1.813,3699,0.9064
1752,2466.13636363636,4735.28787878788,66,0.02238,2.27,2949,0.9933
1753,3948.06275303644,3145.04453441296,494,0.03835,1.399,12880,0.9971
1754,2754.70879120879,4324.65934065934,182,0.01853,1.631,9821,0.9526
1755,5308.2972972973,1847.86486486486,37,0.008828,2.499,4191,0.9365
1756,4428.40869565217,2636.28695652174,115,0.01751,1.346,6566,0.9675
1757,2536.73540856031,4597.45136186771,257,0.02522,1.157,10190,0.9937
1758,4501.23076923077,2584.84615384615,13,0.0125,6.165,1040,0.6877
1759,862.107142857143,6277.94642857143,56,0.01547,1.32,3620,0.9812
1760,2524.99259259259,4700.63703703704,270,0.02793,1.534,9666,0.9985
1761,1283.42857142857,5809.46218487395,119,0.01661,1.373,7166,0.9161
1762,4017.11159737418,3062.98249452954,457,0.03416,2.111,13380,0.9968
1763,2662.92248062016,4395.32558139535,129,0.01927,1.141,6694,0.9982
1764,5407.2265625,1710.3515625,128,0.02003,1.585,6390,0.9297
1765,3434.66666666667,3688.08163265306,147,0.02492,2.345,5900,0.9941
1766,3020.46428571429,4129.98214285714,112,0.02914,2.297,3843,0.9983
1767,2871.27272727273,4264.92561983471,121,0.01913,1.371,6326,0.9237
1768,3325.94285714286,3874.00571428571,175,0.02027,2.514,8632,0.9915
1769,3520.82258064516,3604.42741935484,124,0.02003,1.86,6192,0.9946
1770,1182.22463768116,6010.36231884058,138,0.02345,2.507,5886,0.9891
1771,5252.12727272727,1907.87878787879,165,0.02248,1.157,7340,0.961
1772,2310.68382352941,4832.04411764706,136,0.01337,1.051,10170,0.955
1773,1269.61111111111,5910.26388888889,72,0.008187,2.981,8794,0.8456
1774,4743.56465517241,2340.92672413793,464,0.03055,2.365,15190,0.9934
1775,2919.8253968254,4243.68253968254,63,0.01927,2.729,3270,0.9773
1776,5656.07777777778,1493.43333333333,90,0.02507,1.746,3590,0.9996
1777,3492.81623931624,3669.3547008547,234,0.02026,2.122,11550,0.997
1778,3642.2962962963,3551,27,0.00761,2.122,3548,0.9003
1779,1043.74418604651,6137.60465116279,43,0.009395,1.634,4577,0.8728
1780,4676.13978494624,2514.06451612903,93,0.02159,1.459,4307,0.997
1781,2609.61428571429,4580.24285714286,70,0.02498,4.354,2802,0.9988
1782,5287.64018691589,1816.07943925234,214,0.02046,1.499,10460,0.9747
1783,5355.06896551724,1780.54310344828,116,0.01139,1.885,10180,0.9489
1784,3395.51879699248,3809.42857142857,133,0.01782,1.127,7464,0.9855
1785,5545.17543859649,1625.43859649123,57,0.01261,1.516,4520,0.8973
1786,4857.246875,2365.24375,320,0.0293,1.284,10920,0.9999
1787,1152.17567567568,5996.04054054054,74,0.02641,2.107,2802,1
1788,884.25,6355.03571428572,112,0.01847,1.366,6064,0.9537
1789,3151.37878787879,3950.57575757576,66,0.018,2.326,3666,0.9937
1790,4166.09090909091,3010.36363636364,66,0.02148,2.081,3072,0.9739
1791,5525.64,1677.44,25,0.008446,4.554,2960,0.8015
1792,3858.32203389831,3460.4011299435,354,0.02238,1.475,15820,0.9979
1793,1907.95384615385,5387.61538461539,65,0.01159,1.347,5608,0.84
1794,5689.11392405063,1445,79,0.01694,1.508,4664,0.9887
1795,4658.93421052632,2581.96052631579,76,0.01449,1.624,5244,0.9897
1796,4876.88888888889,2459.97777777778,45,0.01623,2.09,2772,0.985
1797,3160.71710526316,4029.10526315789,152,0.01834,1.921,8290,0.9738
1798,1162.02702702703,6059.35135135135,74,0.01387,2.494,5334,0.9101
1799,3249.79800853485,3950.15789473684,703,0.03679,2.956,19110,0.9975
1800,1873.37142857143,5314.65714285714,70,0.0154,1.239,4546,0.8822
1801,4682.2633744856,2444.7695473251,243,0.01505,2.974,16150,0.9867
1802,2971.39416058394,4241,137,0.01901,1.187,7206,0.9369
1803,2742.85714285714,4410.97321428572,112,0.01186,1.334,9446,0.8507
1804,3599.62962962963,3605.77777777778,54,0.01018,2.161,5305,0.8569
1805,3567.97333333333,3703.29333333333,75,0.01003,3.446,7480,0.9992
1806,3085.53757225434,4076.00867052023,346,0.03192,1.725,10840,0.9985
1807,1580.38805970149,5685.86567164179,67,0.0118,2.267,5680,0.9018
1808,2549.93181818182,4774.60227272727,88,0.02551,4.22,3449,0.9664
1809,4065.86813186813,3146.27838827839,273,0.03381,1.322,8074,0.9993
1810,1587.45588235294,5610.11764705882,136,0.02233,1.747,6091,0.9418
1811,4954.41496598639,2357.78231292517,147,0.01995,1.939,7368,0.9827
1812,5671.35034013605,1566.17006802721,294,0.03138,2.002,9368,0.9952
1813,5514.45192307692,1751.29807692308,104,0.01085,2.316,9582,0.9782
1814,1047.62105263158,6240.35263157895,190,0.03535,2.507,5375,0.9896
1815,915.150684931507,6285.94520547945,146,0.01687,1.707,8652,0.9552
1816,3029.09782608696,4184.88043478261,92,0.02024,1.393,4545,0.9788
1817,1364.42222222222,5924.42222222222,45,0.00973,1.106,4625,0.7758
1818,5704.92753623188,1512.40579710145,69,0.03018,2.493,2286,0.999
1819,4536.28846153846,2707.96153846154,52,0.01794,3.039,2898,0.9795
1820,4620.03703703704,2581.06172839506,81,0.01502,1.815,5394,0.9685
1821,871.947368421053,6484.52631578947,19,0.01006,2.734,1888,0.7046
1822,1991.95833333333,5308.66666666667,24,0.02143,10.64,1120,0.6795
1823,1518.74468085106,5726.89361702128,47,0.01404,2.267,3348,0.7524
1824,2245.95625,4932.28125,160,0.02618,1.108,6112,0.9953
1825,1463.37837837838,5818.35135135135,74,0.007856,1.21,9419,0.863
1826,4155.70315789474,3089.22105263158,475,0.0293,1.544,16210,0.9942
1827,720.153846153846,6535.15384615385,13,0.01896,9.963,685.5,0.6201
1828,865.888888888889,6424.27777777778,72,0.01705,2.178,4222,0.8752
1829,2594.34545454545,4666.78181818182,55,0.01247,1.426,4410,0.9211
1830,5337.27699530517,1897.90610328639,213,0.02639,1.685,8070,0.9988
1831,2487.19230769231,5056.53846153846,26,0.01513,1.302,1718,0.8728
1832,5659.57180156658,1644.09660574413,383,0.032,1.248,11970,0.9943
1833,4642.24274406333,2683.85488126649,379,0.01775,1.12,21350,0.9724
1834,3635.13043478261,3642.60869565217,69,0.01405,2.707,4912,0.992
1835,5441.09139784946,1821.95161290323,186,0.02269,1.902,8198,0.9778
1836,3233.86458333333,4090.94791666667,96,0.02097,2.769,4579,0.9987
1837,3523.38461538462,3728.05128205128,39,0.01759,1.875,2217,0.9838
1838,5499.81463414634,1749.60975609756,205,0.01332,1.497,15390,0.9592
1839,3574.13846153846,3705.92307692308,65,0.01639,1.528,3967,0.9793
1840,1093.9,6265.21428571429,70,0.02028,4.187,3452,0.9848
1841,4269.93248945148,3045.05485232068,237,0.02528,1.251,9376,0.992
1842,4783.78772378517,2433.42199488491,391,0.02534,1.337,15430,0.9928
1843,4144.94094488189,3171.10236220472,254,0.03507,1.581,7243,1
1844,956.662068965517,6342.55172413793,145,0.02458,1.054,5899,0.972
1845,2139.6847826087,5181.98913043478,92,0.01734,1.302,5306,0.9452
1846,1715.6,5562.48571428571,35,0.004322,2.313,8098,0.3012
1847,2446.98181818182,4891.61363636364,220,0.0243,1.688,9052,0.9962
1848,1177.7,6134.9,10,0.01675,2.541,597,0.8743
1849,4474.76984126984,2847.46031746032,126,0.01668,2.305,7556,0.9083
1850,2616.88571428571,4601.4,35,0.01225,1.624,2857,0.9241
1851,4316.45038167939,3039.2213740458,131,0.02175,1.573,6024,1
1852,3365.2644295302,4027.61342281879,745,0.03443,1.206,21640,0.9983
1853,1566.33333333333,5776.80158730159,126,0.01291,1.382,9762,0.8716
1854,1453.52173913043,5911.36231884058,69,0.01283,1.217,5376,0.8861
1855,819.4375,6503.4375,16,0.01984,8.223,806.5,0.6696
1856,3478.17613636364,3833.34659090909,176,0.01957,2.011,8992,0.995
1857,5517.96,1821.42,50,0.02388,2.641,2094,0.9551
1858,3890.72759856631,3341.89068100358,558,0.02698,1.721,20680,0.9905
1859,4863.58536585366,2552.85365853659,41,0.01395,2.595,2940,0.9497
1860,3632.47260273973,3759.21232876712,146,0.01889,2.111,7730,0.9965
1861,4757.07469879518,2591.27228915663,415,0.02225,1.98,18650,0.9878
1862,2516.86363636364,4887.4696969697,66,0.01513,1.934,4362,0.9659
1863,2405.18483412322,4940.17535545024,211,0.02742,2.023,7696,0.9803
1864,5702.37142857143,1684.95,140,0.03911,3.629,3580,0.9769
1865,980.991596638655,6417.95798319328,119,0.01785,1.227,6666,0.9735
1866,932.23417721519,6464.3164556962,158,0.02196,1.172,7196,0.9464
1867,1034.85185185185,6317.21693121693,189,0.01919,1.32,9848,0.9762
1868,1194.37931034483,6207.50574712644,87,0.01846,1.285,4713,0.9562
1869,1374.37113402062,6017.70103092784,97,0.01273,1.246,7621,0.9285
1870,3293.23287671233,4154.90410958904,73,0.01231,1.665,5932,0.9144
1871,3037.17857142857,4311,28,0.01035,3.332,2705,0.6252
1872,2730.57575757576,4647.81818181818,33,0.01275,3.625,2588,0.5529
1873,1742,5643.26,50,0.01479,3.172,3380,0.8251
1874,4998.8969072165,2429.62886597938,97,0.01321,1.307,7344,0.9676
1875,2348.875,5061.89583333333,48,0.008837,3.168,5432,0.6579
1876,3761.99350649351,3610.67857142857,308,0.02635,3.098,11690,0.9921
1877,1843.046875,5484.328125,64,0.01145,1.53,5588,0.5985
1878,1447.7375,5991.1375,80,0.01394,3.427,5737,0.8685
1879,4039.20714285714,3345.03928571429,280,0.03328,5.21,8414,0.9952
1880,2073.41666666667,5305.5,12,0.01207,1.777,994,0.6966
1881,5587.34736842105,1821.90526315789,95,0.01891,2.141,5024,0.9503
1882,2113.29310344828,5236.23275862069,116,0.01787,1.423,6492,0.908
1883,4934.41698841699,2456.15057915058,259,0.01949,1.371,13290,0.9927
1884,5651.51255230126,1754.87656903766,478,0.031,1.446,15420,0.9856
1885,2140.62601626016,5304.09756097561,123,0.01282,2.334,9594,0.9582
1886,4495.49285714286,2907.40714285714,140,0.01832,2.271,7644,0.8982
1887,2226.9806763285,5190.19806763285,207,0.01529,1.646,13540,0.9395
1888,3559.79710144928,3823.79710144928,138,0.01629,1.508,8474,0.9851
1889,1143.3,6366.3,10,0.01672,1.849,598,0.4923
1890,4335.52063492064,3187.00634920635,315,0.02699,3.019,11670,1
1891,2545.57575757576,5024.05050505051,99,0.01646,2.235,6016,0.9292
1892,1094.41463414634,6356.17073170732,41,0.01994,5.788,2056,0.9538
1893,3181.01092896175,4257.20218579235,183,0.02116,1.217,8648,0.9984
1894,4367.3216957606,3087.73316708229,401,0.03242,2.076,12370,0.9955
1895,3465.54954954955,3994.51801801802,222,0.02812,1.236,7894,0.9951
1896,1337.66666666667,6089.3,30,0.01506,2.576,1992,0.9396
1897,1531.86419753086,5878.38271604938,81,0.01458,1.502,5555,0.9435
1898,3183.03448275862,4188.86206896552,29,0.008616,3.844,3366,0.8478
1899,3304.21052631579,4220.81052631579,95,0.02209,2.261,4301,0.9981
1900,3098.82352941177,4406,17,0.01017,2.543,1672,0.7336
1901,1302.52272727273,6227.29545454546,88,0.0148,2.163,5946,0.9109
1902,3654.00751879699,3735.86466165414,133,0.01327,1.162,10020,0.9671
1903,3537.6821192053,3976.00662251656,151,0.02385,2.111,6332,1
1904,4239.92839506173,3195.03209876543,405,0.04006,3.701,10110,1
1905,3488.73448275862,3936.01379310345,290,0.02118,1.694,13690,0.9999
1906,2221.875,5218.48529411765,136,0.01303,3.419,10440,0.9528
1907,2092.75490196078,5404.94117647059,102,0.01812,1.483,5629,0.8644
1908,1744.35106382979,5725.77659574468,94,0.01625,2.062,5786,0.9029
1909,4002.87296416938,3419.15960912052,614,0.03061,2.208,20060,0.9997
1910,1630.96,5876.8,25,0.01066,1.942,2346,0.4449
1911,1202.60465116279,6273.62790697674,43,0.01543,6.096,2786,0.9206
1912,3873.7933227345,3633.35135135135,629,0.03136,1.207,20060,0.9984
1913,3722.6,3769.22315789474,475,0.02682,1.976,17710,0.9927
1914,4126.66089965398,3399.82006920415,289,0.03837,1.337,7532,0.9998
1915,3792.05940594059,3707.77227722772,101,0.01503,4.113,6719,0.9991
1916,3276.38461538462,4274.15384615385,117,0.02101,1.361,5570,0.986
1917,2214.85087719298,5276.13157894737,114,0.01387,1.186,8219,0.9463
1918,2796.90909090909,4764,77,0.01412,4.203,5453,0.9726
1919,2849.38461538462,4723.69230769231,13,0.008,2.762,1625,0.5173
1920,4805.51960784314,2709.14705882353,102,0.01403,2.306,7270,0.9712
1921,1707.69230769231,5815.05494505495,91,0.01866,9.449,4878,0.9693
1922,2592.59044368601,4950.68941979522,293,0.03136,1.285,9343,0.9859
1923,3393.31791907514,4145.75144508671,173,0.01472,2.346,11750,0.9665
1924,4930.24324324324,2553.35585585586,444,0.03025,1.693,14680,0.9994
1925,4342.25,3164.11764705882,68,0.01789,2.06,3802,0.9986
1926,1842.28099173554,5728.37190082645,121,0.01676,1.907,7219,0.9077
1927,3642.02127659575,3992.79255319149,376,0.02551,1.846,14740,1
1928,932.879432624114,6548.85815602837,141,0.01648,1.699,8554,0.892
1929,3775.67213114754,3686.70491803279,61,0.0145,1.323,4206,0.9929
1930,1527.49315068493,5961.02739726027,73,0.01281,1.941,5698,0.8492
1931,4848.43046357616,2654.78145695364,151,0.02387,2.041,6326,0.9978
1932,1119.46808510638,6424.6170212766,94,0.01947,2.155,4828,0.9554
1933,3213.8,4355.23333333333,30,0.01202,1.887,2495,0.7668
1934,3960.68715083799,3588.68156424581,358,0.02298,1.477,15580,0.9859
1935,2148.94230769231,5331.80769230769,104,0.01066,1.241,9758,0.8959
1936,944.875,6650.9375,16,0.005915,3.756,2705,0.5031
1937,2770.61780104712,4776.96858638744,191,0.01621,3.58,11780,0.9933
1938,4128.50561797753,3478.89887640449,267,0.03265,1.33,8178,0.9968
1939,2648.87267904509,4844.16710875332,377,0.02782,1.449,13550,0.9995
1940,4348.28888888889,3230.55555555556,45,0.02111,1.92,2132,0.9615
1941,2742.02298850575,4835.79310344828,261,0.02728,1.643,9566,0.9957
1942,2059.66,5637.06,100,0.01439,1.691,6948,0.9521
1943,3494.34823091248,4083.53072625698,537,0.03212,1.861,16720,0.9963
1944,1190.36842105263,6423.82456140351,57,0.00991,1.301,5752,0.9258
1945,3401.18181818182,4254.36170212766,517,0.02793,1.183,18510,0.985
1946,4420.6875,3088.625,32,0.01175,3.219,2724,0.9609
1947,1742.26229508197,5903.40983606557,61,0.0194,2.252,3144,0.9639
1948,1337.896,6316.168,125,0.01666,2.704,7504,0.9585
1949,1435.72289156627,6236.61445783133,166,0.02006,1.624,8274,0.9507
1950,4451.79433681073,3192.15797317437,671,0.03584,1.647,18720,0.9989
1951,1458.34306569343,6092.29197080292,137,0.01262,1.271,10860,0.9128
1952,2684.1186440678,4848.61016949153,59,0.01123,3.893,5254,0.9066
1953,2677.90178571429,4918.62946428572,224,0.03279,1.169,6832,0.9994
1954,2576.22222222222,5049.5,54,0.01529,2.45,3532,0.9214
1955,2173.17482517483,5395.51048951049,143,0.02854,2.664,5010,0.9873
1956,2780.01052631579,4902.22105263158,95,0.02285,2.2,4158,1
1957,3869.87234042553,3725.96808510638,94,0.01079,2.27,8711,0.9258
1958,3628.76691729323,4061.25187969925,266,0.02131,4.423,12480,0.9843
1959,3496.24336283186,4177.16814159292,226,0.02194,1.389,10300,1
1960,3347.68214285714,4342.86071428571,280,0.02525,1.455,11090,0.994
1961,3976.88695652174,3717.5,230,0.01879,1.3,12240,0.9943
1962,4065.31221719457,3521.67873303167,221,0.02816,1.839,7849,0.9924
1963,1534.5974025974,6069.83116883117,77,0.01422,5.59,5414,0.9292
1964,2412.55445544554,5240.27722772277,101,0.01724,1.501,5860,0.9788
1965,3565.95454545455,4093.31818181818,22,0.0173,1.904,1272,0.9994
1966,2255.05833333333,5370.575,120,0.02097,1.795,5722,0.9843
1967,3936.45528455285,3763.9918699187,123,0.01232,1.887,9982,0.9873
1968,3716.59119496855,4129.64779874214,159,0.01761,1.467,9028,0.9667
1969,1047.07575757576,6624.15151515152,66,0.0141,2.986,4682,0.9512
1970,3292.14285714286,4424.60317460318,63,0.01437,2.583,4384,0.9502
1971,3755.27228915663,3931.47469879518,415,0.02205,1.492,18820,0.9775
1972,4594.97619047619,3068.77380952381,84,0.01622,2.094,5178,0.8121
1973,2733.98969072165,4929.23711340206,97,0.03428,1.508,2830,1
